topic_id,rank,word,weight
80,4,great lecturer,0.31868837788756005
80,5,lecturer great,0.3109547675505684
80,6,good lecturer,0.29113512066882774
80,7,lecturer good,0.28220336926475964
80,8,great lecturers,0.28083421116704155
80,9,excellent lecturer,0.25399293387550276
80,10,lecturers great,0.2503054922540582
81,1,graphic,0.7087517548419516
81,2,graphic design,0.6993022097772893
81,3,design,0.4280853400955042
81,4,graphic designer,0.2845030617408187
81,5,design really,0.2707030168182676
81,6,graphic designing,0.2701445537218962
81,7,designer,0.2613844936882681
81,8,design great,0.2507973018074719
81,9,graphics,0.2368573860110915
81,10,design course,0.23523571748974417
82,1,seo,0.8030510927024761
82,2,search engine,0.34567031471298953
82,3,search,0.32526671509313265
82,4,search engines,0.3200003589567765
82,5,engines,0.30783159284261485
82,6,engine,0.28049352171359704
82,7,rebekah,0.24955666842869992
82,8,ranking,0.2125835992639455
82,9,history,0.19881354706551335
82,10,optimization,0.19524214775545493
83,1,week,0.3981542586506474
83,2,week week,0.3668240545012125
83,3,weeks,0.29673080495647636
83,4,content week,0.2639538828475261
83,5,week bit,0.2628778652655394
83,6,good week,0.2626524400702721
83,7,understand week,0.22846054832033735
83,8,great week,0.2252561215160341
83,9,week little,0.22277986836652616
83,10,week really,0.21718511312753863
84,1,fashion,0.6439213034130586
84,2,luxury,0.5030875902258989
84,3,gamification,0.47879610586936594
84,4,fashion luxury,0.4273629898062061
84,5,clothes,0.24479152060557277
84,6,industry,0.23278222592326223
84,7,werbach,0.2270830642297144
84,8,brands,0.21408840178282182
84,9,retail,0.19629046055668864
84,10,understand fashion,0.19235253176744874
85,1,linear algebra,0.5401478590026684
85,2,algebra,0.5135333687550716
85,3,linear,0.5110544438392066
85,4,vectors,0.2726376601635591
85,5,matrix,0.27249203010268525
85,6,course linear,0.2604505419212573
85,7,eigen,0.24779205979914767
85,8,algebra course,0.2467020634907511
85,9,matrices,0.24463229029474548
85,10,knowledge linear,0.2431977287629413
86,1,digital marketing,0.6202741151578438
86,2,digital,0.5782121747657126
86,3,marketing,0.46722785263005845
86,4,digital world,0.4255444625956546
86,5,marketing digital,0.4246579772880609
86,6,4ps,0.309834767097795
86,7,digital tools,0.30595085479537143
86,8,aric,0.2626748436566076
86,9,knowledge digital,0.2617770690916478
86,10,marketing course,0.2568107138882251
87,1,accounting,0.664912726108019
87,2,financial accounting,0.47235419913776866
87,3,accounting course,0.37249199523295273
87,4,bushee,0.36686549354952874
87,5,financial,0.29052905792322153
87,6,financial statements,0.28523114443336584
87,7,brian,0.282313819112255
87,8,brian bushee,0.27125239371449544
87,9,professor bushee,0.25781009997721416
87,10,virtual students,0.251832833477674
88,1,science python,0.3570600078497274
88,2,python data,0.3384968435989888
88,3,analysis python,0.3111797107482525
88,4,data analysis,0.28969455640560127
88,5,data science,0.23693527927268487
88,6,using python,0.23249824368949132
88,7,analysis,0.22975197455464091
88,8,analysis using,0.21681790173547022
88,9,science using,0.20789241214126522
88,10,science ai,0.20729549567867658
89,1,web development,0.6140526703361079
89,2,web,0.5318153464086636
89,3,development,0.38828024194143396
89,4,learn web,0.34028616036786896
89,5,web developer,0.3056535067017004
89,6,course web,0.28839083127108917
89,7,basics web,0.28661965524089333
89,8,development course,0.26661759686748226
89,9,web programming,0.25184079382127783
89,10,learning web,0.24906140282086872
90,1,technical support,0.5269018423605605
90,2,support fundamentals,0.38199442496727776
90,3,tech,0.36992041723813285
90,4,technology,0.3677315397151289
90,5,technical,0.36702514773041034
90,6,tech support,0.34589065694045684
90,7,support,0.3293436439257506
90,8,course technical,0.24272254235682775
90,9,fundamentals technical,0.24143098265439192
90,10,technologies,0.23261739253867558
91,1,branding,0.6558816239692731
91,2,personal branding,0.6007185490245026
91,3,brand,0.5507495562805089
91,4,brand management,0.4167296890899398
91,5,personal,0.3959333001974202
91,6,personal brand,0.3513368697304739
91,7,kimberley,0.284774020274691
91,8,brands,0.268329699482263
91,9,nader,0.26073286523026357
91,10,barker,0.24383901216754078
92,1,pandas,0.6071922706237245
92,2,python pandas,0.3276299614473345
92,3,pandas numpy,0.32597062063951654
92,4,numpy,0.31211563234331635
92,5,numpy pandas,0.25325438827036545
92,6,using pandas,0.24356938584229756
92,7,library,0.23993733008008278
92,8,pandas documentation,0.2330288168568528
92,9,use pandas,0.23268606257665986
92,10,dataframes,0.2078493286252666
93,1,email,0.6848136411194846
93,2,emails,0.6615144430496467
93,3,professional emails,0.5325825408698711
93,4,write professional,0.5248518043255774
93,5,email writing,0.4919081607687433
93,6,writing professional,0.41736898888577834
93,7,emails english,0.39255786751586
93,8,write,0.3758719862209865
93,9,professional,0.35019045826830825
93,10,writing,0.3239080193303991
94,1,javascript,0.6072809549935247
94,2,html css,0.5320340503307351
94,3,css,0.5116720001414838
94,4,html,0.48273135994085503
94,5,css javascript,0.44734361233510966
94,6,js,0.4217591143638403
94,7,css js,0.33183383897696767
94,8,ajax,0.30634631795023387
94,9,java script,0.2563007099185966
94,10,learn html,0.22012098239116398
95,1,java,0.6436671730019202
95,2,java programming,0.3865706529753234
95,3,oop,0.36953997446805503
95,4,object oriented,0.343333018423794
95,5,android,0.3112692837917465
95,6,learn java,0.3019565022660681
95,7,object,0.30120665632200827
95,8,course java,0.28684568916896486
95,9,oriented programming,0.2857476075034355
95,10,bluej,0.28331316530316775
96,1,introduction subject,0.4402665698073126
96,2,introduction good,0.42426849421547497
96,3,introduction easy,0.38506284655116374
96,4,good introduction,0.3763873917053816
96,5,introduction topic,0.3535335133480959
96,6,introduction great,0.33013701891525227
96,7,introduction,0.3277971718525808
96,8,great introduction,0.3099073716743295
96,9,nice introduction,0.2979428494545176
96,10,excellent introduction,0.270177239537552
97,1,git,0.788927676648259
97,2,github,0.5757457381663492
97,3,git github,0.5332980115436934
97,4,version control,0.4222790783894598
97,5,using git,0.31397127036249484
97,6,use git,0.3084649065178308
97,7,control,0.2974053888719866
97,8,git commands,0.2842381381523676
97,9,git hub,0.2798936308781579
97,10,hub,0.27330527142944805
98,1,case,0.5088686376485995
98,2,case study,0.5030945248097233
98,3,case studies,0.4882589001089828
98,4,studies,0.37538074615541855
98,5,cases,0.3326926719005213
98,6,course case,0.2953012826428642
98,7,study approach,0.28637964272478084
98,8,use cases,0.2594949567931668
98,9,study,0.24701093410508929
98,10,loved case,0.22836125165344096
99,1,positive psychology,0.6805609366844344
99,2,positive,0.5434578844865379
99,3,psychology,0.45053970233732216
99,4,seligman,0.33625415507527295
99,5,introduction positive,0.31190974269004035
99,6,fredrickson,0.266820669801221
99,7,course positive,0.260094506024748
99,8,dr seligman,0.25294883563439574
99,9,martin,0.2441203745531133
99,10,learn positive,0.24136205401061295
100,1,brain,0.4979456640333413
100,2,brain works,0.4236465316959118
100,3,brains,0.26451595166697983
100,4,understand brain,0.264495379200843
100,5,human brain,0.2402274161151678
100,6,understanding brain,0.23857036789452998
100,7,works,0.23412560302535831
100,8,learn brain,0.23217105393910156
100,9,know brain,0.2226906518563762
100,10,lot brain,0.2199346978195601
101,1,course thank,0.4709674576993489
101,2,thank thank,0.34078753086646624
101,3,thank really,0.3192804061852681
101,4,course thanks,0.30623635907765756
101,5,thank love,0.2987767168568893
101,6,thank thanks,0.2905620454237347
101,7,thank loved,0.2853340972671338
101,8,great thank,0.2700007008185953
101,9,amazing thank,0.25706455250133714
101,10,thank course,0.2554736122750558
102,1,data structures,0.6334248107782943
102,2,structures,0.5872493835063239
102,3,python data,0.5568985575456951
102,4,data structure,0.44170247639006854
102,5,tuples,0.26965928853090626
102,6,structure python,0.26815817446951196
102,7,structures great,0.24832837431709737
102,8,basic data,0.2350646325622404
102,9,structures course,0.23076775875633893
102,10,dictionaries,0.22410816035333045
103,1,dogs,0.6904326792600325
103,2,dog,0.63829169509588
103,3,cats,0.4484696665649168
103,4,cognition,0.44258140675724905
103,5,hare,0.38467803946709306
103,6,pet,0.38216028653922146
103,7,dognition,0.368392952264277
103,8,pets,0.36361634262168846
103,9,dr hare,0.3447013518049002
103,10,cat,0.3436046761846347
104,1,dinosaurs,0.587159512679044
104,2,journalism,0.5201352971757858
104,3,birds,0.37221443797023906
104,4,alberta,0.3109541446501859
104,5,university alberta,0.2869465107833682
104,6,101,0.23633108810317455
104,7,journalist,0.22988073549934793
104,8,evolution,0.22566691968255748
104,9,betsy,0.22434837127190574
104,10,evolutionary,0.20029273367686107
105,1,difficult worth,0.41878154388965044
105,2,challenging,0.376995919431067
105,3,hard worth,0.37511820054728817
105,4,challenging worth,0.34805673063177495
105,5,tough,0.3453602506154027
105,6,challenging interesting,0.3429254826871463
105,7,tough worth,0.34193369874153406
105,8,worth hard,0.3277162259614885
105,9,worth,0.31109688189314594
105,10,rewarding,0.30765369011258736
106,1,analytics,0.5707473523554447
106,2,customer,0.5699338267711104
106,3,marketing,0.3364534472892615
106,4,analytics course,0.30308749504171634
106,5,understanding customer,0.24463918148237063
106,6,analytics great,0.2420320418327611
106,7,raj,0.22722044112474388
106,8,clv,0.21886557516471228
106,9,analytics good,0.21803584490949093
106,10,predictive,0.21692975798344824
107,1,blockchain,0.8363568704233544
107,2,ethereum,0.34510865937690094
107,3,gut,0.33557940200727526
107,4,technology,0.2780351313457941
107,5,block,0.26853205167749933
107,6,chain,0.21194432806341346
107,7,bina,0.2064829988600498
107,8,ramamurthy,0.20243459737695563
107,9,don,0.19538526854154314
107,10,microbiology,0.1589416638929125
108,1,business,0.41137016657976266
108,2,course business,0.26510204988883557
108,3,business world,0.2554729279853271
108,4,business school,0.2418981575579718
108,5,business course,0.23946228599403374
108,6,london business,0.21667342829758027
108,7,businesses,0.19470383562473134
108,8,business management,0.19131082738862537
108,9,london,0.18989505389321518
108,10,business concepts,0.18863716683467632
109,1,quantitative,0.5010745972411939
109,2,modeling,0.44316168918822807
109,3,quantitative modeling,0.4001943966697848
109,4,modelling,0.3853353711229461
109,5,models,0.3721569659688895
109,6,quantitative methods,0.320870974292032
109,7,model,0.3131665654749548
109,8,quantitative models,0.24368331892189438
109,9,quantitative research,0.23771050454608356
109,10,modeling great,0.19483682973946795
110,1,octave,0.45525682951706437
110,2,matlaboctave,0.274888278830544
110,3,octavematlab,0.27479309497800486
110,4,matlab,0.2311974261539787
110,5,matlab octave,0.22297982510049408
110,6,using octave,0.19243030783340218
110,7,octave programming,0.18386450103090812
110,8,python instead,0.18207918583960533
110,9,use octave,0.16340215088992377
110,10,algorithms,0.15906321954218872
111,1,tools,0.41136972913667
111,2,tools good,0.3069923318387788
111,3,overview tools,0.2973621604606632
111,4,introduction tools,0.2893074023276376
111,5,tools course,0.281644152828443
111,6,tool,0.28024538337464533
111,7,use tools,0.27274147181476055
111,8,tools great,0.25158311058788063
111,9,different tools,0.24589658107408016
111,10,useful tools,0.23994897233056356
112,1,json,0.5105468108228409
112,2,xml,0.4700533074680051
112,3,web data,0.4522956315715605
112,4,api,0.4407161639359424
112,5,web,0.4101548095750669
112,6,apis,0.40505691175122926
112,7,xml json,0.3819049986509777
112,8,scraping,0.36166202170202394
112,9,web scraping,0.33553094651414056
112,10,data web,0.3343189077207251
113,1,big data,0.7571030359393763
113,2,big,0.5063232518416336
113,3,introduction big,0.4590340732274435
113,4,data good,0.3226760428909993
113,5,bigdata,0.3010877950467207
113,6,data world,0.2880762249218828
113,7,knowledge big,0.2791007828056684
113,8,learning big,0.27496164331556044
113,9,concepts big,0.26437708207356403
113,10,data course,0.258645741396539
114,1,oakley,0.547259779264836
114,2,sejnowski,0.44369131787498606
114,3,barbara oakley,0.44044016465413993
114,4,dr oakley,0.3930306381612762
114,5,oakley dr,0.3816319476080461
114,6,barbara,0.367486995513356
114,7,terrence sejnowski,0.33224070428937796
114,8,terrence,0.3150564629399849
114,9,dr sejnowski,0.30689405639640455
114,10,dr barbara,0.3065440227791259
115,1,experience thank,0.6344769946291404
115,2,great experience,0.5476033626773601
115,3,experience amazing,0.5372425975283787
115,4,experience great,0.5367791225274603
115,5,amazing experience,0.5343581535018246
115,6,experience thanks,0.5226365489868702
115,7,good experience,0.47943610280099636
115,8,excellent experience,0.4396863921480261
115,9,experience really,0.4367337752923389
115,10,wonderful experience,0.41812533808747204
116,1,scala,0.7436396205801121
116,2,functional,0.5168153470269814
116,3,functional programming,0.5141737273223256
116,4,introduction functional,0.2909277105028873
116,5,odersky,0.2903311395545818
116,6,fp,0.2734803334966091
116,7,martin odersky,0.24826624058547472
116,8,martin,0.24658342141966713
116,9,java,0.22589404045504813
116,10,jetbrains,0.22495930485725513
117,1,sustainability,0.6651158458604937
117,2,sustainable,0.5379793387459296
117,3,cities,0.4835277990947088
117,4,sustainable development,0.42900325484989477
117,5,urban,0.336289711287218
117,6,development goals,0.3169093287268544
117,7,climate,0.2881421114357969
117,8,climate change,0.25814093916594366
117,9,city,0.24008856203068007
117,10,goals,0.2304743829435001
118,1,slides,0.5476144918950743
118,2,powerpoint,0.3276577600665125
118,3,slide,0.3094318132238881
118,4,slides available,0.2420935572562216
118,5,ppt,0.22746299053804053
118,6,reading slides,0.2251135840758696
118,7,course slides,0.21400017453010836
118,8,pdf,0.21355270662770928
118,9,download,0.2062451734278334
118,10,great slides,0.2054119148635703
119,1,stars,0.45854814110130837
119,2,star,0.4324811186475551
119,3,rating,0.2810530968844893
119,4,reason,0.2777554955136557
119,5,course star,0.26095733055106174
119,6,course stars,0.2598379734687097
119,7,stars course,0.255916871298944
119,8,reason stars,0.2443209745039497
119,9,star rating,0.2438916802231944
119,10,giving stars,0.22861922443027832
120,1,manager,0.3637072543681888
120,2,management,0.3596242574170535
120,3,managers,0.3427440095065223
120,4,managing people,0.3066594088772804
120,5,managing,0.3002027592110241
120,6,julian,0.29521553325804367
120,7,birkinshaw,0.2857924838831597
120,8,course management,0.2566663102146491
120,9,managerial,0.25143245935260683
120,10,change management,0.24760446853688267
121,1,helpful thank,0.4785403976098112
121,2,thank useful,0.40397692403877306
121,3,useful course,0.38645118230804465
121,4,helpful course,0.3786815132110619
121,5,course helpful,0.3744946351879516
121,6,thank course,0.3675073987279567
121,7,useful thank,0.35778240984256116
121,8,helpful thanks,0.35325211041071847
121,9,thanks useful,0.3460402527980031
121,10,thank helpful,0.34030233521979236
122,1,neuroscience,0.5582697678075169
122,2,neurobiology,0.40896281358936504
122,3,mason,0.33874867858406904
122,4,white,0.31040163703740575
122,5,peggy,0.29278937041016406
122,6,peggy mason,0.2629822358832086
122,7,dr white,0.261166057570965
122,8,computational,0.23258160684200432
122,9,nervous,0.23245199077388007
122,10,brain,0.20983791469142007
123,1,people analytics,0.6050205086615784
123,2,analytics,0.5890982430734532
123,3,business analytics,0.42661950305293694
123,4,analytics course,0.2944038172914443
123,5,hr,0.27424060077343465
123,6,analytics great,0.27146737995491144
123,7,talent,0.24055373422013082
123,8,people management,0.2376626263194557
123,9,talent management,0.23300186263370612
123,10,network analysis,0.22499414126530476
124,1,supply chain,0.816702962015545
124,2,supply,0.8005160444249565
124,3,chain,0.7767194031828002
124,4,logistics,0.7528451919970668
124,5,chain management,0.4969109744966102
124,6,course supply,0.3409685688406904
124,7,transportation,0.3305368763083548
124,8,warehouse,0.3209530227899193
124,9,inventory,0.27949291258356973
124,10,warehousing,0.25402015478756834
125,1,feminism,0.5978424873994013
125,2,women,0.4647931922705057
125,3,social justice,0.45700686370085836
125,4,justice,0.41788483181171926
125,5,bettina,0.40070610897155146
125,6,aptheker,0.39677254601045386
125,7,magic,0.3932824996278067
125,8,womens,0.3854498638204268
125,9,movements,0.3384976342863086
125,10,gender,0.33638850664543946
126,1,watson,0.7784263057351833
126,2,watson studio,0.6804092962221853
126,3,ibm watson,0.6711953732201211
126,4,studio,0.6236352195260529
126,5,ibm,0.5127985440040345
126,6,updated,0.307183264058148
126,7,science experience,0.2847669351067847
126,8,interface,0.26803378153009877
126,9,outdated,0.2547305792308619
126,10,zeppelin,0.2468477228815293
127,1,ux,0.6846038242976902
127,2,user experience,0.5256637831084934
127,3,ui,0.5052141477456658
127,4,experience design,0.4804658732119192
127,5,uiux,0.45527965032891693
127,6,ui design,0.4116057101805295
127,7,user,0.38818773842817056
127,8,design,0.38248515641665076
127,9,uiux design,0.32315377144791313
127,10,ui ux,0.30076170951716985
128,1,tuning,0.6588916619456918
128,2,hyperparameters,0.6043711166614526
128,3,hyperparameter,0.5985770150141607
128,4,hyperparameter tuning,0.5466275690732235
128,5,hyper,0.47954962946749147
128,6,regularization,0.46126504969903753
128,7,optimization,0.4230756540916494
128,8,hyper parameters,0.4186173465902096
128,9,parameters,0.38526755237453136
128,10,batch,0.3820327637455604
129,1,hr,0.7800120679487555
129,2,budd,0.49921062537677224
129,3,human resources,0.4807040613154597
129,4,human resource,0.4185126364866101
129,5,john budd,0.4177342970163676
129,6,hrm,0.4070741270099546
129,7,john,0.34951531966802046
129,8,human,0.33228465169874755
129,9,professor john,0.3081187975770033
129,10,resource management,0.3069389121533199
130,1,severance,0.6256282600348598
130,2,charles severance,0.507095312711455
130,3,charles,0.4439218890314237
130,4,dr severance,0.4326776116663311
130,5,russell,0.37454539549837096
130,6,russell severance,0.36963422653190103
130,7,charles russell,0.3577705527352761
130,8,severance great,0.3515366414536349
130,9,professor severance,0.33948872145180414
130,10,dr charles,0.3310128400551392
131,1,platform learn,0.6803521772397618
131,2,platform,0.6676505258974776
131,3,good platform,0.639560278818411
131,4,learning platform,0.5048618391610454
131,5,platform learning,0.4896151157623442
131,6,best platform,0.47454386069807825
131,7,nice platform,0.4474607305515506
131,8,great platform,0.44638388366961607
131,9,excellent platform,0.4262305146401011
131,10,platform best,0.32442706227276796
132,1,macroeconomics,0.5684161735486514
132,2,economics,0.5450855322228152
132,3,economic,0.3969819064139693
132,4,navarro,0.3241421583885402
132,5,economy,0.28944092647324626
132,6,economics course,0.273186859898645
132,7,macro,0.24802019766240077
132,8,economics great,0.2319684557287198
132,9,knowledge economics,0.21162157411961474
132,10,micro,0.19978379525104828
133,1,philosophy,0.7782877302795075
133,2,philosophical,0.4276519112858684
133,3,introduction philosophy,0.4234132715932921
133,4,philosophy course,0.38705948034365095
133,5,philosophers,0.3356203419701112
133,6,course philosophy,0.2800703171390442
133,7,interested philosophy,0.2419590031096429
133,8,edinburgh,0.2389796616875197
133,9,university edinburgh,0.22827522772066342
133,10,philosophy science,0.1920298822379844
134,1,gis,0.8296976157656253
134,2,arcgis,0.5653006149648684
134,3,nick,0.37383731533528014
134,4,nick santos,0.31824513184495273
134,5,arcmap,0.3018260159462
134,6,maps,0.246832268609941
134,7,spatial,0.21798835669970648
134,8,uc davis,0.21280622816216396
134,9,davis,0.20700337776067415
134,10,uc,0.19961359120836333
135,1,research methods,0.5737265617609189
135,2,research,0.541093500245051
135,3,understanding research,0.4739439184315691
135,4,research methodology,0.37072384966883704
135,5,literature review,0.3627159817709911
135,6,understand research,0.31054343258945777
135,7,methods,0.30453992915503286
135,8,researchers,0.3044700547034807
135,9,research question,0.3005775033685387
135,10,researcher,0.2998082615364125
136,1,jupyter,0.6090910541852563
136,2,jupyter notebooks,0.4921981193243952
136,3,jupyter notebook,0.4799971246968599
136,4,notebook,0.411409900974598
136,5,notebooks,0.4110720026409586
136,6,use jupyter,0.2659958929556455
136,7,using jupyter,0.24277591680229826
136,8,notebook assignments,0.20868842605513913
136,9,like jupyter,0.16920868577624704
136,10,zeppelin,0.15672517173454822
137,1,digital transformation,0.7608449012357892
137,2,transformation,0.7276107379429815
137,3,digital,0.5865484247927923
137,4,bcg,0.36688447553611997
137,5,digital world,0.29992021109824635
137,6,course digital,0.2722576491576102
137,7,trends,0.24100284742985517
137,8,framework,0.21671433287784272
137,9,disruption,0.21487672878138625
137,10,technologies,0.21097367014595825
138,1,ibm,0.6318198580435592
138,2,ibm coursera,0.4224820988965821
138,3,coursera ibm,0.3868309208069509
138,4,thanks ibm,0.3760883648252588
138,5,thank ibm,0.3564097419243416
138,6,ibm course,0.3349553182895835
138,7,ibm tools,0.3341786750465665
138,8,course ibm,0.2954913033680417
138,9,ibm platform,0.24982669626353488
138,10,ibms,0.22848476890450323
139,1,agile,0.8158793314300302
139,2,scrum,0.36090975159402505
139,3,personas,0.31486279338580464
139,4,alex,0.29705206940401885
139,5,software development,0.2801634400615066
139,6,agile development,0.2789165284531663
139,7,methodologies,0.2783512236757198
139,8,software,0.26901746091893247
139,9,user stories,0.25385049956256284
139,10,processes,0.25134785931612863
140,1,unity,0.8052532090472612
140,2,game,0.5041124205211982
140,3,game development,0.4650222274886898
140,4,games,0.34600770079675125
140,5,3d,0.34491608526063255
140,6,game design,0.29319683849027417
140,7,engine,0.2768004445116292
140,8,development,0.25517004606932914
140,9,scripting,0.2407346142593748
140,10,development using,0.2295018089707903
141,1,informative course,0.47656144838570624
141,2,information informative,0.38077626075897886
141,3,good informative,0.37916254460798354
141,4,course lots,0.31287576894709135
141,5,information excellent,0.304280108451015
141,6,course informative,0.30328475485446876
141,7,informative interesting,0.29105931269342966
141,8,informative,0.2744483757241111
141,9,interesting informative,0.25762558759233783
141,10,information great,0.2568662837541788
142,1,trainer,0.6223692853244921
142,2,trainers,0.612884540202315
142,3,training,0.5847914454038057
142,4,excellent training,0.4617971106281652
142,5,good training,0.4274764554749568
142,6,training good,0.3807291829076841
142,7,trainer good,0.3355175914502236
142,8,great training,0.3318245893890045
142,9,trainers good,0.3057326259960734
142,10,trainer excellent,0.2945373430595269
143,1,psychological aid,0.5591547011438306
143,2,psychological,0.5172676787473197
143,3,aid,0.4564075838448289
143,4,disaster,0.41981882142743493
143,5,crisis,0.37280854456260787
143,6,disasters,0.3604353746588535
143,7,distress,0.3370434754111128
143,8,everly,0.29268438184710793
143,9,trauma,0.28193263735823904
143,10,intervention,0.28167473579607855
144,1,history,0.5023461032449492
144,2,zelikow,0.4690438172519257
144,3,world history,0.40306258178318344
144,4,big history,0.3833316251662283
144,5,events,0.3748190679386326
144,6,philip,0.28112889958160514
144,7,modern history,0.27133480929296694
144,8,history course,0.2689634892253507
144,9,modern world,0.26741853662655957
144,10,historical,0.2599065584693539
145,1,oil,0.9191094906225541
145,2,gas,0.9064228161670438
145,3,oil gas,0.9059299194860386
145,4,industry,0.4536537312369331
145,5,operations,0.36160756643995534
145,6,pratson,0.3242436666610723
145,7,lincoln,0.30391018490603233
145,8,sector,0.2909223080789231
145,9,downstream,0.2755944310444736
145,10,exploration,0.26828706634489874
146,1,excellent material,0.41220253248935573
146,2,great material,0.3668970307878494
146,3,good material,0.3529444372915805
146,4,materials,0.3250408843968869
146,5,material,0.28256603526810703
146,6,explanation material,0.26762378707471274
146,7,material easy,0.26733132981141394
146,8,excellent materials,0.2642043367816195
146,9,great materials,0.2632979715351423
146,10,helpful materials,0.2581522921538311
147,1,web data,0.5613770229057555
147,2,access web,0.49473974017615946
147,3,python access,0.4463104428575355
147,4,web,0.44000551322019016
147,5,json,0.408902042240861
147,6,xml,0.40370098770290724
147,7,using python,0.38400649397809244
147,8,xml json,0.3652493013873584
147,9,access,0.35568489574092294
147,10,accessing web,0.3178959840394893
148,1,drug,0.7870014447994174
148,2,addiction,0.5608619225126894
148,3,discovery,0.5164990429733454
148,4,drugs,0.5043863116478995
148,5,pharmaceutical,0.4255018894718841
148,6,pharmacy,0.3455304450174717
148,7,commercialization,0.3379354418374703
148,8,addicted,0.28760729715686534
148,9,substance,0.2659913369978957
148,10,abuse,0.2389564425265474
149,1,recommend great,0.6028643192325032
149,2,recommend excellent,0.5733844987483914
149,3,course recommend,0.5355841973924919
149,4,course highly,0.5179968681745072
149,5,recommend good,0.5112187149136437
149,6,course strongly,0.4194432974813346
149,7,recommend amazing,0.3720706331480399
149,8,course recommended,0.3257201006942868
149,9,recommend nice,0.3113136378253316
149,10,recommended great,0.29648286391456563
150,1,theory,0.40716820377202884
150,2,theory practice,0.3596639281071373
150,3,balance theory,0.33864972119291514
150,4,theory practical,0.31034995003015214
150,5,course theory,0.2974308413490246
150,6,balance,0.2559433976445327
150,7,good balance,0.22261733946215143
150,8,theories,0.22112023686867044
150,9,theory course,0.20630079749529603
150,10,mix theory,0.1942997218292228
151,1,enjoyed great,0.5886007001906407
151,2,course enjoyed,0.5391643261210033
151,3,enjoyed excellent,0.5109764619395065
151,4,course loved,0.4945526267479471
151,5,enjoyed nice,0.479713688253129
151,6,loved great,0.46839747059802106
151,7,course love,0.37162615834262763
151,8,loved nice,0.37158462511042106
151,9,enjoyed lot,0.36970713146311956
151,10,enjoyed good,0.3680461215020629
152,1,qwiklabs,0.7881623097738812
152,2,qwiklab,0.5137498228287184
152,3,qwik,0.37521108229116035
152,4,qwik labs,0.3653810813161917
152,5,quiklabs,0.33731824761510865
152,6,labs,0.22597018502776098
152,7,lab,0.21303896709648895
152,8,qwicklabs,0.20055209075551342
152,9,vm,0.17987130025827813
152,10,issue,0.17912893907824795
153,1,communication,0.6853947061086871
153,2,communication skills,0.49246656929386634
153,3,improve communication,0.37731966738670986
153,4,communication course,0.34023310053711997
153,5,effective communication,0.34023310053711997
153,6,group,0.3253100999629605
153,7,communicate,0.3227738512101656
153,8,communication skill,0.28104483675291003
153,9,communications,0.24717937831392878
153,10,communication great,0.2381646074118797
154,1,databases,0.5793027879339291
154,2,database,0.4715947712583433
154,3,sql,0.43793560821787797
154,4,sql python,0.40603190330979044
154,5,sqlite,0.3667174447927266
154,6,db,0.30293923236025305
154,7,python sql,0.30033319360882516
154,8,using databases,0.27473326400175135
154,9,using python,0.2737630396459559
154,10,relational,0.25853120428751686
155,1,introductory course,0.5709915398199167
155,2,introductory,0.530765420253017
155,3,good introductory,0.5146571885400792
155,4,great introductory,0.4849821086949272
155,5,excellent introductory,0.35638343009605306
155,6,nice introductory,0.29512213246545876
155,7,course introductory,0.2755142166578099
155,8,introductory level,0.19450060557524
155,9,best introductory,0.18537713728386612
155,10,useful introductory,0.17783973728195898
156,1,bioinformatics,0.5131809329036495
156,2,biology,0.492823370351873
156,3,genomics,0.4230625280188579
156,4,genetics,0.41757178092382496
156,5,biological,0.34030530419024957
156,6,molecular biology,0.29324886651249354
156,7,molecular,0.2772979877717066
156,8,background biology,0.23778068756458853
156,9,biologist,0.23490688671417462
156,10,biology background,0.22948287127775627
157,1,astronomy,0.7672538397211115
157,2,impey,0.5167488830166154
157,3,universe,0.44767119679839995
157,4,chris impey,0.4276980223679241
157,5,chris,0.4081418526486473
157,6,professor chris,0.3030526368206381
157,7,space,0.2950156459511701
157,8,cosmology,0.27314931814748084
157,9,cosmos,0.26105926969377735
157,10,prof chris,0.24489502284694808
158,1,wind,1.0201763189881075
158,2,energy,0.6830115740317951
158,3,dtu,0.37280753073024
158,4,energy course,0.3610993686333951
158,5,energy great,0.30502222663351775
158,6,energy good,0.29225680370978463
158,7,energy really,0.25310181644151564
158,8,farm,0.24073182543716268
158,9,engineering,0.23326874079870086
158,10,power,0.23032782501198512
159,1,diplomacy,0.8741733121388027
159,2,international relations,0.47864863061088614
159,3,relations,0.44241803771076854
159,4,international,0.3380328910365754
159,5,diplomatic,0.33344557019723736
159,6,global,0.30376671343851025
159,7,modern world,0.2514118826817138
159,8,affairs,0.23901079776785225
159,9,interested international,0.21328470450359135
159,10,university london,0.21218209911908284
160,1,nn,0.7687391606708742
160,2,nns,0.4895248229237975
160,3,nn dl,0.3603364368051747
160,4,deep nn,0.3135171876512998
160,5,dl,0.2894653774539258
160,6,introduction nn,0.28553141514377267
160,7,nn scratch,0.23226298285640387
160,8,nn course,0.2125634303880708
160,9,learning nn,0.2108789256689148
160,10,tune,0.19036906737994588
161,1,security,0.8461022318223511
161,2,security course,0.40691380705363756
161,3,privacy,0.3363837372510982
161,4,secure,0.3151770429268377
161,5,protection,0.2876333204148773
161,6,protect,0.27608492607938695
161,7,defense,0.25804002738914084
161,8,introduction information,0.24904946949007495
161,9,safety,0.19717362897040222
161,10,security concepts,0.18894975107529602
