topic_id,rank,word,weight
70,5,photographer,0.3288536088512481
70,6,photograph,0.27563054271598514
70,7,pv,0.26580825761737836
70,8,cars,0.25955968979364674
70,9,cameras,0.24261264500244406
70,10,moma,0.23637908691741835
71,1,module,0.5030201842071853
71,2,modules,0.4565029209516959
71,3,course modules,0.2686147986127174
71,4,great module,0.2339434933672617
71,5,course module,0.23362549635534227
71,6,module course,0.22770984541522496
71,7,module great,0.22618164039045782
71,8,learning module,0.2201539137385947
71,9,enjoyed module,0.2201539137385947
71,10,lot module,0.21358925051228284
72,1,helpful useful,0.5045080193956697
72,2,helpful thank,0.5007896478402927
72,3,useful useful,0.42582714348894435
72,4,thank helpful,0.41121697521576894
72,5,useful thank,0.40717045334268487
72,6,helpful helpful,0.39817118613355507
72,7,good helpful,0.385343616141206
72,8,helpful thanks,0.38179994676718376
72,9,helpful really,0.35916917187060676
72,10,useful helpful,0.33646746936746313
73,1,negotiation,0.6525710293807259
73,2,negotiations,0.47452411220216917
73,3,negotiation skills,0.3512959764562816
73,4,negotiating,0.3402606574663403
73,5,negotiate,0.3317119135215947
73,6,siedel,0.31112109623103684
73,7,negotiator,0.31090123490587457
73,8,george siedel,0.26224975272856754
73,9,george,0.23727937723287376
73,10,nalebuff,0.22953141690170636
74,1,aws,0.8182449405222131
74,2,amazon,0.42133076457908936
74,3,services,0.3832387278956959
74,4,sagemaker,0.2562836867117507
74,5,web services,0.2439229253341506
74,6,cloud,0.20279168512897813
74,7,cloud computing,0.19317446189686177
74,8,services provided,0.17949622606040136
74,9,services available,0.16648574758533935
74,10,morgan,0.16592574304847188
75,1,andrew,0.2858496116976578
75,2,andrew great,0.2802489329536101
75,3,andrew sir,0.2698992465254114
75,4,thank andrew,0.2654515015893167
75,5,andrews,0.2587712133665136
75,6,course andrew,0.25630826487931835
75,7,andrew best,0.24904273962862075
75,8,thanks andrew,0.2303736052391413
75,9,andrew amazing,0.22642103215557366
75,10,andrew really,0.2261693294885938
76,1,course explained,0.346044348451239
76,2,understand great,0.23214063121187908
76,3,course easy,0.21687907209911844
76,4,explained excellent,0.19460677303937016
76,5,explained great,0.19225967811556938
76,6,explanation good,0.1879259812506887
76,7,explained,0.18542247124787017
76,8,explained good,0.18182466620755353
76,9,course clearly,0.18166992276842203
76,10,explained course,0.17808234325961267
77,1,design thinking,0.6170606492259684
77,2,design,0.4324170714612926
77,3,thinking,0.36608357344904513
77,4,introduction design,0.29256613693532574
77,5,innovation,0.2483573836311176
77,6,learn design,0.23603035934545466
77,7,thinking tools,0.23095332460435072
77,8,designer,0.21438953649186868
77,9,course design,0.21263517859888623
77,10,use design,0.2051901987194436
78,1,google cloud,0.6888867110573421
78,2,cloud,0.5708901597556768
78,3,cloud platform,0.5677748044344381
78,4,google,0.4729851422215074
78,5,platform,0.34243734516530516
78,6,introduction google,0.3228827343101252
78,7,services,0.28135785462308543
78,8,learn google,0.25773028736879167
78,9,cloud services,0.24979821746720668
78,10,understanding google,0.24768906016577155
79,1,nlp,0.5742872944950642
79,2,sequence models,0.47233104667794923
79,3,sequence,0.4579860498585394
79,4,rnn,0.40486249897192633
79,5,lstm,0.3629900871646354
79,6,rnns,0.36297490625653567
79,7,models,0.31890151738570743
79,8,language processing,0.3099117206055261
79,9,natural language,0.3049360936475821
79,10,gru,0.290019629558218
80,1,lecturer,0.539767301080651
80,2,lecturers,0.45044474335725937
80,3,course lecturer,0.33501643292516675
