topic_a,topic_b,n_a,n_b,U,p_uncorrected,rank_biserial_r
1,13,7203,3226,10814531.5,1.5428459803848744e-08,0.0692
1,14,7203,2959,11367069.0,1.2483418723223164e-07,-0.0666
1,15,7203,2824,8221016.5,1.4767306405572579e-50,0.1917
1,16,7203,2809,9468496.0,6.099693798912379e-07,0.0641
1,17,7203,2730,6826950.0,1.1551983111015245e-122,0.3056
1,18,7203,2581,9086314.0,0.08936448439477983,0.0225
1,19,7203,2496,8201760.0,6.440210769566435e-11,0.0876
1,20,7203,2401,8925584.0,0.017977319859855803,-0.0322
1,21,7203,2144,7082519.5,5.65084899788766e-09,0.0828
1,22,7203,2094,10132196.0,6.594322056634823e-127,-0.3435
1,23,7203,2059,8207363.5,1.3523397988618753e-13,-0.1068
1,24,7203,1990,3875605.5,1.599592579327133e-216,0.4592
1,25,7203,1979,8731453.0,3.1117760873167955e-53,-0.2251
1,26,7203,1882,4398752.5,5.872940555713028e-122,0.351
1,27,7203,1838,5317202.0,7.301384382335466e-39,0.1967
1,28,7203,1810,8414183.5,9.017385602157608e-82,-0.2908
1,29,7203,1636,5220436.5,5.662029046285373e-13,0.114
1,30,7203,1614,5874770.0,0.502707185435648,-0.0107
1,31,7203,1517,4298997.0,5.05622194773945e-39,0.2131
1,32,7203,1493,5328231.5,0.5803673879974125,0.0091
1,33,7203,1491,5638001.5,0.002366439655074398,-0.0499
1,34,7203,1491,3117877.0,9.580581330838916e-144,0.4194
1,35,7203,1482,4518841.5,1.2497669485073142e-20,0.1534
1,36,7203,1390,5710391.0,8.987956612333978e-17,-0.1407
1,37,7203,1385,7870327.5,5.419874130977832e-255,-0.5778
1,38,7203,1370,3579066.5,1.4065084917675308e-58,0.2746
1,39,7203,1349,4048944.5,2.3156220929057774e-22,0.1666
1,40,7203,1319,4728864.5,0.7934027817999506,0.0045
1,41,7203,1314,4508042.5,0.006203064981079924,0.0474
1,42,7203,1313,3077420.0,2.400144638130188e-90,0.3492
