topic_a,topic_b,n_a,n_b,U,p_uncorrected,rank_biserial_r
35,171,1482,340,287419.5,5.010566304101891e-05,-0.1408
35,172,1482,339,291184.5,4.691150792049609e-06,-0.1592
35,173,1482,327,267483.5,0.003232743792634009,-0.1039
35,174,1482,322,293800.0,7.265306509165479e-11,-0.2313
35,175,1482,320,274096.0,1.1849442022212525e-05,-0.1559
35,176,1482,319,251930.5,0.06494129699188468,-0.0658
35,177,1482,319,383240.0,4.879430939528145e-68,-0.6213
35,178,1482,319,255693.5,0.02188997770600745,-0.0817
35,179,1482,317,289813.0,6.079268414730243e-11,-0.2338
35,180,1482,314,254721.0,0.008266323768837725,-0.0948
35,181,1482,307,270062.5,2.3656648447248184e-07,-0.1872
35,182,1482,307,235642.0,0.32224875156141797,-0.0358
35,183,1482,306,235899.5,0.2656324912519962,-0.0404
35,184,1482,304,162727.0,2.260660909016984e-14,0.2776
35,185,1482,302,296363.5,5.819335707328855e-19,-0.3243
35,186,1482,301,257792.5,1.9785263853520404e-05,-0.1558
35,187,1482,297,269724.5,8.032441230217979e-10,-0.2256
35,188,1482,296,230687.5,0.15926143267974913,-0.0518
35,189,1482,294,215392.0,0.7592677307614651,0.0113
35,190,1482,292,212092.5,0.5927652841567209,0.0198
35,191,1482,291,310647.0,1.1870482519996815e-32,-0.4406
35,192,1482,289,252262.0,1.6479627539150868e-06,-0.178
35,193,1482,285,244574.5,2.3101304267843737e-05,-0.1581
35,194,1482,285,208762.0,0.7587742592219493,0.0115
35,195,1482,284,118658.0,2.0632898989728705e-31,0.4362
35,196,1482,284,203424.5,0.3726136340331434,0.0334
35,197,1482,283,154488.0,2.0952961385013498e-12,0.2633
35,198,1482,282,348801.5,3.71157900984249e-71,-0.6692
35,199,1482,282,201662.5,0.3518720289033268,0.0349
35,200,1482,280,198910.0,0.2724092383915643,0.0413
35,201,1482,279,316181.5,8.177367271772344e-45,-0.5294
35,202,1482,279,287981.5,1.8750344160849512e-25,-0.393
35,203,1482,276,168708.0,3.7572823564681703e-06,0.1751
35,204,1482,275,222913.5,0.013257376020789911,-0.0939
35,205,1482,275,188736.0,0.05162649890035419,0.0738
35,206,1482,273,185191.5,0.0262485907384338,0.0845
35,207,1482,273,164809.5,1.1078795833406374e-06,0.1853
35,208,1482,272,231750.5,8.389913786541237e-05,-0.1498
35,209,1482,272,266056.5,4.4274616732270007e-17,-0.32
35,210,1482,271,322093.0,1.9537859737280297e-56,-0.604
35,211,1482,271,292621.0,4.3781312390781876e-33,-0.4572
35,212,1482,270,121500.5,8.994045283201467e-25,0.3927
35,213,1482,268,232378.5,9.055325322938138e-06,-0.1702
35,214,1482,268,277352.5,4.350978520747869e-25,-0.3966
35,215,1482,266,335136.5,4.317389945114477e-74,-0.7003
35,216,1482,266,219268.5,0.0034584558067922476,-0.1124
35,217,1482,264,247765.5,4.890494841715056e-12,-0.2665
35,218,1482,263,123779.0,3.6621955469515496e-21,0.3649
35,219,1482,259,179974.5,0.10958024962536285,0.0622
35,220,1482,256,145448.0,2.4105612009003517e-09,0.2333
35,221,1482,256,215992.5,0.00039054761332750606,-0.1386
35,222,1482,254,190045.0,0.8041486058067084,-0.0097
35,223,1482,252,208682.5,0.0028162913728702428,-0.1176
35,224,1482,251,227766.0,1.2127685768471364e-08,-0.2246
35,225,1482,248,210458.5,0.0002467941351486185,-0.1452
35,226,1482,246,187267.0,0.49196535478101466,-0.0273
35,227,1482,246,233253.0,2.03416625429829e-12,-0.2796
35,228,1482,245,224743.0,2.3140653705326186e-09,-0.2379
35,229,1482,242,164054.0,0.033475139400185795,0.0851
35,230,1482,239,211991.0,9.876864824824244e-07,-0.197
35,231,1482,236,208380.0,2.20912981112982e-06,-0.1916
35,232,1482,235,221785.5,1.4975383785648488e-11,-0.2736
35,233,1482,230,176473.0,0.38635592352594383,-0.0355
35,234,1482,230,91855.0,1.9683004729175048e-29,0.461
35,235,1482,230,201641.0,7.666346766806524e-06,-0.1831
35,236,1482,224,200473.0,5.199448727203256e-07,-0.2078
35,237,1482,220,231696.0,5.7535610823602436e-24,-0.4213
35,238,1482,218,214764.0,3.687116366460468e-15,-0.3295
35,239,1482,218,191137.5,1.2207795096124233e-05,-0.1832
35,240,1482,212,242357.5,1.655348437498805e-37,-0.5428
35,241,1482,210,227547.5,1.861919603131537e-27,-0.4623
35,242,1482,208,123597.5,3.6175181930357587e-06,0.1981
35,243,1482,206,184561.0,1.1237818966967101e-06,-0.2091
35,244,1482,205,228476.5,1.0935365356820743e-31,-0.5041
35,245,1482,204,216034.0,2.515193779553005e-23,-0.4291
35,246,1482,204,140043.0,0.08805252298295273,0.0736
35,247,1482,204,197293.0,1.488031001427913e-12,-0.3052
35,248,1482,201,163429.0,0.02504309056378015,-0.0973
35,249,1482,201,126020.0,0.0003925479566360086,0.1539
36,37,1390,1385,1407519.0,1.1144448388336472e-98,-0.4622
36,38,1390,1370,592157.0,2.7386172147274585e-66,0.3781
36,39,1390,1349,671958.0,1.0327304670248835e-37,0.2833
36,40,1390,1319,798604.5,6.475759910981541e-09,0.1288
36,41,1390,1314,746970.5,2.5303445778051344e-16,0.1821
36,42,1390,1313,502950.5,1.036674860559267e-90,0.4488
36,43,1390,1310,734571.5,3.703680311827112e-18,0.1932
36,44,1390,1287,573062.5,3.2191241169584956e-58,0.3593
36,45,1390,1280,207841.5,3.230536248891656e-257,0.7664
36,46,1390,1257,1055019.5,2.4986769716311285e-20,-0.2076
36,47,1390,1216,564060.5,1.047662522768163e-48,0.3326
36,48,1390,1214,948711.5,4.133442920975336e-08,-0.1244
36,49,1390,1213,863682.0,0.28041334209177493,-0.0245
36,50,1390,1197,664077.5,7.989604813308165e-19,0.2017
36,51,1390,1186,629144.0,3.379154109746666e-25,0.2367
36,52,1390,1173,1182388.0,3.836613391887744e-86,-0.4504
36,53,1390,1163,657406.0,4.149546483807282e-16,0.1867
36,54,1390,1148,552410.0,1.063091061851257e-40,0.3076
36,55,1390,1128,818480.5,0.05707102121440827,-0.044
36,56,1390,1126,556634.5,1.0923585449775551e-35,0.2887
36,57,1390,1056,524887.0,1.3106741452016339e-33,0.2848
36,58,1390,1049,892059.5,2.8879625882722522e-21,-0.2236
36,59,1390,1049,888233.0,2.3638924520689555e-20,-0.2183
36,60,1390,1034,591454.5,8.506705665411998e-14,0.177
36,61,1390,1021,619608.0,9.933410271629518e-08,0.1268
36,62,1390,1005,550117.0,6.50006481776612e-19,0.2124
36,63,1390,1000,706639.5,0.4843185904394881,-0.0167
36,64,1390,995,602804.5,8.792828400766483e-08,0.1283
36,65,1390,964,445677.5,1.6359453545439863e-43,0.3348
36,66,1390,963,524738.5,4.655812622285697e-19,0.216
36,67,1390,950,785780.0,5.237241260805635e-15,-0.1901
36,68,1390,943,278782.0,5.3251926562845376e-123,0.5746
36,69,1390,933,360214.0,6.601691961486453e-74,0.4445
36,70,1390,927,573746.0,7.828627894184607e-06,0.1095
36,71,1390,923,483017.0,7.132907343833195e-24,0.247
36,72,1390,911,668844.5,0.02199317082200847,-0.0564
36,73,1390,911,569558.5,4.508518305130541e-05,0.1004
36,74,1390,909,363285.5,1.086787443844043e-66,0.425
36,75,1390,908,787670.5,7.390656080394097e-24,-0.2482
36,76,1390,876,656317.5,0.0017383326255259947,-0.078
36,77,1390,853,545911.5,0.0016257197599513105,0.0792
36,78,1390,836,380956.0,2.904108574315953e-42,0.3443
36,79,1390,835,377126.0,1.3017059557408152e-43,0.3501
36,80,1390,829,688295.0,1.5849560964346277e-14,-0.1946
36,81,1390,819,510687.5,5.314259562414444e-05,0.1028
36,82,1390,805,353900.0,8.447302831940378e-47,0.3674
36,83,1390,803,151866.0,7.2820201640643e-178,0.7279
36,84,1390,803,514247.0,0.0021499947350907297,0.0786
36,85,1390,777,345953.5,7.030477312232808e-44,0.3594
36,86,1390,775,434528.5,8.321823310026499e-14,0.1933
36,87,1390,764,384011.5,1.893812869323027e-26,0.2768
36,88,1390,759,296037.5,1.335045031594643e-63,0.4388
36,89,1390,744,418555.5,3.7747962303456364e-13,0.1905
36,90,1390,719,445621.0,4.5067925693472194e-05,0.1082
36,91,1390,707,391201.0,2.146537875907748e-14,0.2038
36,92,1390,705,213794.5,6.456537753326322e-99,0.5637
36,93,1390,705,353249.0,1.4554912891319005e-25,0.279
36,94,1390,693,260279.0,1.161811694740307e-65,0.4596
36,95,1390,686,291618.5,4.339249507509158e-47,0.3883
36,96,1390,685,436776.5,0.002199168797911378,0.0825
36,97,1390,678,230156.5,9.364080977835428e-80,0.5116
36,98,1390,670,347179.0,7.437001278858116e-21,0.2544
36,99,1390,662,486278.0,0.0368744542588034,-0.0569
36,100,1390,655,418860.5,0.003515543357282807,0.0799
36,101,1390,644,735279.0,1.3621819781905246e-120,-0.6428
36,102,1390,640,306724.5,2.2482843423757576e-29,0.3104
36,103,1390,629,335972.0,7.402940592814157e-17,0.2315
36,104,1390,626,416270.0,0.12006620327833108,0.0432
36,105,1390,625,317538.5,4.0015283648531737e-22,0.269
36,106,1390,621,294087.0,2.9577704597753473e-30,0.3186
36,107,1390,615,291780.0,7.671816286077287e-30,0.3174
36,108,1390,610,400345.5,0.04713430284428231,0.0557
36,109,1390,606,297643.5,1.7494860659990275e-25,0.2933
36,110,1390,599,197031.0,1.032370471174823e-77,0.5267
36,111,1390,595,288351.5,1.0280836799882129e-26,0.3027
36,112,1390,593,195138.0,4.002222543851126e-77,0.5265
36,113,1390,589,325914.0,7.017187954169787e-13,0.2038
36,114,1390,581,472883.5,2.0081764529290723e-09,-0.1711
36,115,1390,575,561900.5,1.1997545422791944e-45,-0.4061
36,116,1390,571,283984.5,3.869166494715992e-23,0.2844
36,117,1390,566,354360.5,0.0005734882361625661,0.0992
36,118,1390,552,142508.5,8.65904761652296e-104,0.6285
36,119,1390,546,138980.0,1.1173240137895552e-104,0.6338
36,120,1390,541,335049.0,0.00019824918417396474,0.1089
36,121,1390,535,429547.5,1.2675530357884115e-07,-0.1552
36,122,1390,534,347949.5,0.033647117602487876,0.0625
36,123,1390,521,244380.0,6.050414048011758e-28,0.3251
36,124,1390,515,259651.0,3.0764383387967765e-20,0.2746
36,125,1390,512,306770.5,3.858263615591701e-06,0.1379
36,126,1390,507,95329.5,6.427486549512262e-131,0.7295
36,127,1390,504,266612.0,1.796600663100574e-15,0.2389
36,128,1390,502,197369.5,2.817180312771672e-47,0.4343
36,129,1390,497,319559.5,0.013138862507820426,0.0749
36,130,1390,480,370695.0,0.0002759028270112716,-0.1112
36,131,1390,477,362454.5,0.0023238337525784596,-0.0933
36,132,1390,476,254611.5,5.859585935242394e-14,0.2304
36,133,1390,475,278710.0,3.8915875930074484e-07,0.1557
36,134,1390,475,257861.5,9.909351988527177e-13,0.2189
36,135,1390,472,260627.0,2.396981233899607e-11,0.2055
36,136,1390,469,96633.5,3.399207733989201e-115,0.7035
36,137,1390,462,303705.0,0.08085102432734102,0.0541
36,138,1390,458,217891.5,3.710008049845004e-24,0.3155
36,139,1390,452,241557.5,1.4803676253951622e-13,0.2311
36,140,1390,451,241278.5,1.8851584513293134e-13,0.2302
36,141,1390,450,404048.5,1.1644232192732731e-20,-0.2919
36,142,1390,447,346140.5,0.00027640641114723663,-0.1142
36,143,1390,436,219407.0,3.190786808337721e-18,0.2759
36,144,1390,434,310463.5,0.3564351027086834,-0.0293
36,145,1390,434,248741.0,3.358446581778669e-08,0.1753
36,146,1390,427,329731.5,0.0005080556736894696,-0.1111
36,147,1390,424,178924.5,1.4791166372236764e-34,0.3928
36,148,1390,423,174992.0,1.605445692709072e-36,0.4048
36,149,1390,407,413967.0,5.199145545456786e-46,-0.4635
36,150,1390,404,276652.5,0.652499348154808,0.0147
36,151,1390,401,478672.0,1.7102981388912705e-106,-0.7175
36,152,1390,398,114282.0,1.8705004149918785e-71,0.5868
36,153,1390,383,232927.5,0.0001776949857392518,0.1249
36,154,1390,382,148991.0,1.6402590875421245e-39,0.4388
36,155,1390,381,233888.5,0.00047428115161470105,0.1167
36,156,1390,378,180659.0,1.1311728413202383e-20,0.3123
36,157,1390,367,260415.5,0.5360064387267023,-0.021
36,158,1390,366,210717.5,4.2413524173402947e-07,0.1716
36,159,1390,361,234216.5,0.05135179191304966,0.0665
36,160,1390,360,168396.5,1.0362189137739396e-21,0.327
36,161,1390,358,173171.0,6.592189808529757e-19,0.304
36,162,1390,356,204772.0,5.043609512872652e-07,0.1724
36,163,1390,355,161022.0,4.768817282199619e-24,0.3474
36,164,1390,352,190285.5,1.1367124752967056e-10,0.2222
36,165,1390,352,162568.0,2.1288867764737243e-22,0.3355
36,166,1390,349,226351.5,0.05336809485786863,0.0668
36,167,1390,346,181142.0,1.156050889508087e-12,0.2467
36,168,1390,344,235142.5,0.6358566139939992,0.0165
36,169,1390,344,203401.5,1.7789879419173895e-05,0.1492
36,170,1390,341,310519.0,6.159781022680309e-19,-0.3102
36,171,1390,340,200085.0,1.1540462298316115e-05,0.1533
36,172,1390,339,205178.0,0.0002228639454871232,0.1291
36,173,1390,327,183869.5,7.471506837562868e-08,0.1909
36,174,1390,322,213209.5,0.18563017568327211,0.0473
36,175,1390,320,194498.5,0.00045917226140089956,0.1255
36,176,1390,319,168323.0,1.8737490321717466e-11,0.2408
36,177,1390,319,325484.5,5.897998302114802e-39,-0.4681
36,178,1390,319,170284.5,9.880048224560214e-11,0.2319
36,179,1390,317,209861.5,0.18685850701459195,0.0474
36,180,1390,314,175707.5,6.675056243440091e-08,0.1949
36,181,1390,307,193895.5,0.012228918912373996,0.0912
36,182,1390,307,154938.5,5.525954207123996e-14,0.2738
36,183,1390,306,151217.0,2.3077350998137862e-15,0.289
36,184,1390,304,92904.5,5.432933942912561e-53,0.5603
36,185,1390,302,222617.5,0.09817240337949382,-0.0606
36,186,1390,301,183256.0,0.0007325254183626215,0.124
36,187,1390,297,192767.5,0.07331940945474878,0.0661
36,188,1390,296,148816.0,7.318778696772137e-14,0.2766
36,189,1390,294,138951.5,6.102677451546017e-18,0.32
36,190,1390,292,135613.0,4.517213027327697e-19,0.3318
36,191,1390,291,245237.0,1.1323458589537769e-08,-0.2126
36,192,1390,289,174147.0,0.00036897140821162634,0.133
36,193,1390,285,173506.5,0.0009569481921327723,0.124
36,194,1390,285,130818.0,1.5401591118355649e-19,0.3396
36,195,1390,284,59157.5,2.187002342892482e-77,0.7003
36,196,1390,284,121793.5,2.371696172772824e-24,0.3829
36,197,1390,283,77772.5,5.50569660274996e-58,0.6046
36,198,1390,282,303568.5,5.639051431310624e-48,-0.5489
36,199,1390,282,124955.0,7.322586750397784e-22,0.3624
36,200,1390,280,122866.5,1.9578930184293435e-22,0.3686
36,201,1390,279,260874.5,7.805990030494145e-20,-0.3454
36,202,1390,279,230623.5,5.790781515814888e-07,-0.1894
36,203,1390,276,98397.0,1.7012769540726912e-37,0.487
36,204,1390,275,149589.0,1.1866767774401672e-08,0.2173
36,205,1390,275,113673.0,2.1183883074027106e-26,0.4052
36,206,1390,273,113739.0,1.1085114085078053e-25,0.4005
36,207,1390,273,95090.5,6.58962996222184e-39,0.4988
36,208,1390,272,161470.5,0.00013971380012656637,0.1458
36,209,1390,272,211827.0,0.0016440895309300398,-0.1205
36,210,1390,271,270578.5,4.9721917780218425e-30,-0.4366
36,211,1390,271,233722.5,3.3358852889991105e-10,-0.2409
36,212,1390,270,55704.5,7.319863409706471e-75,0.7031
36,213,1390,268,162873.5,0.001119109980568831,0.1256
36,214,1390,268,217919.5,1.0263896547076e-05,-0.17
36,215,1390,266,293434.0,3.8892337954343286e-52,-0.5872
36,216,1390,266,150088.0,1.1286730824895525e-06,0.1881
36,217,1390,264,185859.5,0.7380715701520819,-0.013
36,218,1390,263,67924.5,6.862023283120072e-59,0.6284
36,219,1390,259,111527.5,2.185691745802598e-22,0.3804
36,220,1390,256,78792.0,1.1445267173489994e-45,0.5571
36,221,1390,256,151680.0,0.00017356770230228275,0.1475
36,222,1390,254,119744.0,3.2827187981269328e-16,0.3217
36,223,1390,252,140981.5,8.123253131298663e-07,0.195
36,224,1390,251,173923.0,0.9398352439631018,0.003
36,225,1390,248,159628.5,0.06354336361826857,0.0739
36,226,1390,246,120383.0,1.2945830168957215e-13,0.2959
36,227,1390,246,178407.0,0.2762288351906258,-0.0435
36,228,1390,245,162520.0,0.25509833418784056,0.0455
36,229,1390,242,95000.5,2.8431403272772293e-27,0.4352
36,230,1390,239,153749.5,0.06588301492140576,0.0744
36,231,1390,236,146735.5,0.00955143704481761,0.1054
36,232,1390,235,165247.5,0.7726604301334611,-0.0118
36,233,1390,230,116431.5,3.9244913547295836e-11,0.2716
36,234,1390,230,38585.0,4.953757156536218e-76,0.7586
36,235,1390,230,144255.5,0.017647459428898313,0.0976
36,236,1390,224,143382.5,0.05747981072286193,0.079
36,237,1390,220,188176.5,3.6793966825612266e-08,-0.2307
36,238,1390,218,169181.0,0.0055677198281446775,-0.1166
36,239,1390,218,140500.5,0.08414433138456924,0.0727
36,240,1390,212,201680.5,4.676155655185203e-18,-0.3688
36,241,1390,210,184187.5,8.944005876331568e-10,-0.262
36,242,1390,208,68975.0,4.0935312058343865e-34,0.5229
36,243,1390,206,135547.5,0.21693705492148985,0.0532
36,244,1390,205,187292.0,3.3395985198987827e-13,-0.3146
36,245,1390,204,170630.5,2.6104582316475427e-06,-0.2035
36,246,1390,204,84951.5,2.110949250656045e-20,0.4008
36,247,1390,204,151093.0,0.12929429846022109,-0.0657
36,248,1390,201,112370.5,7.187659136986123e-06,0.1956
36,249,1390,201,80081.5,1.2231316058237802e-22,0.4267
37,38,1385,1370,317745.0,1.0772484292142e-200,0.6651
37,39,1385,1349,353173.5,2.0498368557950385e-174,0.6219
37,40,1385,1319,441929.5,2.0723225223229042e-119,0.5162
37,41,1385,1314,368764.5,1.4455960833044188e-157,0.5947
37,42,1385,1313,263366.0,8.304126389292572e-224,0.7103
37,43,1385,1310,371971.0,7.681822125387551e-155,0.59
37,44,1385,1287,288180.0,3.2972620360182364e-201,0.6767
37,45,1385,1280,126935.0,0.0,0.8568
37,46,1385,1257,678183.5,9.25078904957687e-23,0.2209
37,47,1385,1216,289307.0,5.585161571301869e-184,0.6564
37,48,1385,1214,568735.0,4.568600374973314e-46,0.3235
37,49,1385,1213,497513.0,4.405705797706602e-72,0.4077
37,50,1385,1197,344228.0,3.43381576090068e-145,0.5847
37,51,1385,1186,308185.0,1.1783394898922686e-164,0.6248
37,52,1385,1173,859738.0,0.010819265671350236,-0.0584
37,53,1385,1163,327077.5,1.9891313556135437e-147,0.5939
37,54,1385,1148,276728.5,5.4424684298481704e-176,0.6519
37,55,1385,1128,459572.5,1.1113147402817242e-70,0.4117
37,56,1385,1126,280050.0,2.3183467201542583e-168,0.6408
37,57,1385,1056,253299.0,5.93635703406016e-169,0.6536
37,58,1385,1049,635830.5,1.315096557257149e-07,0.1247
37,59,1385,1049,609019.5,8.017808912432548e-12,0.1616
37,60,1385,1034,298618.0,3.155354028475731e-133,0.583
37,61,1385,1021,312125.5,1.3598782285146405e-121,0.5585
37,62,1385,1005,269669.0,1.6168404496488928e-144,0.6125
37,63,1385,1000,347211.5,3.729119188313391e-96,0.4986
37,64,1385,995,307260.5,6.127891882303263e-118,0.5541
37,65,1385,964,218613.5,1.1489205600057715e-169,0.6725
37,66,1385,963,318931.0,7.489309474481356e-103,0.5218
37,67,1385,950,484775.0,2.8933164101021735e-27,0.2631
37,68,1385,943,146646.5,5.4303008979469114e-222,0.7754
37,69,1385,933,178837.0,3.731281914411778e-192,0.7232
37,70,1385,927,306869.5,1.1302059877804612e-100,0.522
37,71,1385,923,271991.0,3.2212908356173055e-121,0.5745
37,72,1385,911,368181.5,4.2787527269783054e-64,0.4164
37,73,1385,911,281449.0,5.96498466329867e-112,0.5539
37,74,1385,909,183690.5,1.6445412489823054e-181,0.7082
37,75,1385,908,467968.0,3.3178865619167854e-25,0.2558
37,76,1385,876,366910.0,1.3718224324470769e-56,0.3952
37,77,1385,853,291942.5,4.668554420376492e-90,0.5058
37,78,1385,836,180825.0,8.840764500807698e-163,0.6877
37,79,1385,835,188837.5,4.42280798927955e-156,0.6734
37,80,1385,829,422503.5,2.1826074717647946e-25,0.264
37,81,1385,819,278302.5,4.7104087700786464e-89,0.5093
37,82,1385,805,172178.5,1.3278437894058444e-160,0.6911
37,83,1385,803,95598.0,2.7176951267301148e-229,0.8281
37,84,1385,803,268027.0,6.097354383925702e-91,0.518
37,85,1385,777,175078.5,9.55494423434604e-150,0.6746
37,86,1385,775,216692.0,3.218146952533564e-117,0.5962
37,87,1385,764,186705.5,1.7801349173503388e-136,0.6471
37,88,1385,759,146432.0,2.0454349981789264e-168,0.7214
37,89,1385,744,200904.5,1.7536499975026724e-119,0.6101
37,90,1385,719,235008.0,4.833301782817677e-88,0.528
37,91,1385,707,208881.0,2.382680377254593e-102,0.5734
37,92,1385,705,112516.5,1.9940801245368174e-182,0.7695
37,93,1385,705,171314.0,2.222204125803182e-130,0.6491
37,94,1385,693,129157.5,6.558080096408809e-163,0.7309
37,95,1385,686,142224.0,7.2077228556916806e-149,0.7006
37,96,1385,685,282851.0,1.2125647590144195e-50,0.4037
37,97,1385,678,114060.0,3.8477656644501695e-172,0.7571
37,98,1385,670,194288.0,1.7164155121371855e-101,0.5813
37,99,1385,662,261999.0,1.4344538021309846e-55,0.4285
37,100,1385,655,218300.5,5.160309755994652e-80,0.5187
37,101,1385,644,528815.5,1.536659291847119e-11,-0.1858
37,102,1385,640,140976.5,9.460814292120904e-135,0.6819
37,103,1385,629,168104.5,2.2574188364748466e-108,0.6141
37,104,1385,626,213812.5,3.497057188110484e-74,0.5068
37,105,1385,625,200853.0,1.188653466863816e-82,0.5359
37,106,1385,621,146504.0,1.475418885316489e-123,0.6593
37,107,1385,615,141821.0,1.4313920134061891e-125,0.667
37,108,1385,610,206419.5,3.482228246207651e-74,0.5113
37,109,1385,606,150858.5,8.616631794049592e-115,0.6405
37,110,1385,599,101396.0,1.1127262836096463e-157,0.7556
37,111,1385,595,151591.0,1.9009585532181688e-110,0.6321
37,112,1385,593,98082.0,6.919740937326087e-159,0.7612
37,113,1385,589,162766.5,2.5260592650023746e-99,0.6009
37,114,1385,581,275444.5,2.2126557362958156e-28,0.3154
37,115,1385,575,398869.5,0.9523632609964543,-0.0017
37,116,1385,571,138174.5,1.350591013832197e-113,0.6506
37,117,1385,566,178290.0,7.617240343008913e-80,0.5451
37,118,1385,552,82665.0,4.1146120373990986e-160,0.7837
37,119,1385,546,79632.5,3.801544391570097e-161,0.7894
37,120,1385,541,164511.0,8.536014270086445e-82,0.5609
37,121,1385,535,222506.0,4.7656784598279645e-42,0.3994
37,122,1385,534,181692.0,5.4246678789882886e-67,0.5087
37,123,1385,521,123294.0,5.539597696098302e-109,0.6583
37,124,1385,515,128121.0,1.6423388680340347e-102,0.6408
37,125,1385,512,162469.5,1.5988898645830696e-73,0.5418
37,126,1385,507,53022.0,1.891443986061416e-176,0.849
37,127,1385,504,131211.0,7.62772868136427e-96,0.6241
37,128,1385,502,97342.0,1.4563823804088306e-126,0.72
37,129,1385,497,166110.0,8.414380871000717e-66,0.5174
37,130,1385,480,186028.5,5.473867908642686e-47,0.4403
37,131,1385,477,210375.5,2.3189074558618e-32,0.3631
37,132,1385,476,127442.5,6.645836702642714e-89,0.6134
37,133,1385,475,155763.0,6.888358266603589e-66,0.5265
37,134,1385,475,120900.0,2.968636976508229e-94,0.6325
37,135,1385,472,132107.0,1.752610854578677e-83,0.5958
37,136,1385,469,54232.5,1.500461194117042e-160,0.833
37,137,1385,462,155786.0,2.0186998613292266e-61,0.5131
37,138,1385,458,112519.0,1.9403429635955522e-95,0.6452
37,139,1385,452,121571.5,4.1037039618751783e-85,0.6116
37,140,1385,451,129882.0,1.1167287888660194e-77,0.5841
37,141,1385,450,244041.5,4.488244154317504e-12,0.2169
37,142,1385,447,201626.0,1.2854304066539795e-28,0.3486
37,143,1385,436,105050.0,6.103956187097284e-94,0.6521
37,144,1385,434,174285.5,6.41520534623893e-40,0.4201
37,145,1385,434,120199.0,1.4254518693276083e-79,0.6001
37,146,1385,427,228414.0,1.0948623916601252e-12,0.2275
37,147,1385,424,83894.5,5.274488065474388e-110,0.7143
37,148,1385,423,90049.5,2.332527599197628e-103,0.6926
37,149,1385,407,256339.0,0.005445396663802837,0.0905
37,150,1385,404,152547.0,4.4290918684002716e-44,0.4547
37,151,1385,401,384530.5,7.247261820968791e-32,-0.3847
37,152,1385,398,59023.0,1.6454318808059006e-126,0.7858
37,153,1385,383,118875.0,1.5970148189628132e-61,0.5518
37,154,1385,382,72411.5,5.469552540580339e-105,0.7263
37,155,1385,381,138482.0,6.7408776173228545e-46,0.4751
37,156,1385,378,90178.0,3.43411775932477e-85,0.6555
37,157,1385,367,141012.5,2.2405470577208363e-39,0.4452
37,158,1385,366,107134.5,7.119074290005296e-65,0.5773
37,159,1385,361,122993.5,4.090419031102082e-50,0.508
37,160,1385,360,82795.0,4.226881015014329e-85,0.6679
37,161,1385,358,85634.5,1.8274408617142357e-81,0.6546
37,162,1385,356,99510.5,1.2185121655830109e-67,0.5964
37,163,1385,355,85290.0,1.4414932411678693e-80,0.6531
37,164,1385,352,93287.0,1.0363183739827652e-71,0.6173
37,165,1385,352,81274.0,2.632309357725835e-83,0.6666
37,166,1385,349,116884.0,2.1553319948189847e-50,0.5164
37,167,1385,346,96397.5,1.8983474360019048e-66,0.5977
37,168,1385,344,117235.0,2.890987472255401e-48,0.5079
37,169,1385,344,99205.0,3.8118053637286496e-63,0.5836
37,170,1385,341,184685.0,4.334336071229021e-10,0.2179
37,171,1385,340,97989.5,1.2555337892784454e-62,0.5838
37,172,1385,339,106136.0,3.0175766954784618e-55,0.5479
37,173,1385,327,97101.5,3.165435081748037e-58,0.5712
37,174,1385,322,101915.5,3.76187045902866e-52,0.5429
37,175,1385,320,95951.0,1.956319135592812e-56,0.567
37,176,1385,319,84241.5,1.1353352468800133e-66,0.6187
37,177,1385,319,211785.5,0.24962270268923892,0.0413
37,178,1385,319,81876.5,6.198247025954101e-69,0.6294
37,179,1385,317,104558.0,4.7335276616468345e-48,0.5237
37,180,1385,314,88212.0,6.59803662132219e-61,0.5943
37,181,1385,307,103301.5,3.229203764173656e-45,0.5141
37,182,1385,307,77519.0,4.080226131507826e-68,0.6354
37,183,1385,306,74037.0,3.795738923143109e-71,0.6506
37,184,1385,304,48969.5,1.0112426655619004e-97,0.7674
37,185,1385,302,109384.0,1.154193595145443e-38,0.477
37,186,1385,301,98364.5,7.024032229976424e-47,0.5281
37,187,1385,297,94331.0,1.1816307701547259e-48,0.5414
37,188,1385,296,73609.0,2.779567469112151e-67,0.6409
37,189,1385,294,71743.5,2.7357325470599176e-68,0.6476
37,190,1385,292,69839.5,2.366181673816244e-69,0.6546
37,191,1385,291,115437.5,1.8722530262415355e-30,0.4272
37,192,1385,289,83611.5,8.674619339095332e-55,0.5822
37,193,1385,285,83981.5,8.505635439522508e-53,0.5745
37,194,1385,285,66267.5,5.7332746861537867e-70,0.6642
37,195,1385,284,33329.0,5.240494815936377e-108,0.8305
37,196,1385,284,60193.5,5.60040175571141e-76,0.6939
37,197,1385,283,47023.5,1.6506579285205531e-90,0.7601
37,198,1385,282,178706.0,0.024446514665183217,0.0849
37,199,1385,282,60816.0,2.066253076538198e-74,0.6886
37,200,1385,280,62449.0,9.036324580468168e-72,0.6779
37,201,1385,279,166495.0,0.00026420948064092615,0.1383
37,202,1385,279,141575.5,1.7718774381706184e-12,0.2672
37,203,1385,276,52704.5,1.070897447483295e-80,0.7242
37,204,1385,275,77383.5,1.1569525774183514e-54,0.5937
37,205,1385,275,55554.0,4.944521604373631e-77,0.7083
37,206,1385,273,57069.0,1.8905558264908037e-74,0.6981
