topic_id,n,mean,median,median_ci_lo,median_ci_hi,std
158,366,0.08486365110109576,0.0003782510757446289,0.00030612945556640625,0.000494055449962616,0.16652784502067444
18,2581,0.0954996577984113,0.00037276744842529297,0.0003434419631958008,0.0004075169563293457,0.2145569978742629
208,272,0.06756202276600935,0.0003719329833984375,0.0003075599670410156,0.00046950578689575195,0.1701798666132595
16,2809,0.09705968360966777,0.0003693103790283203,0.0003422170877456665,0.00039812028408050534,0.19335364363389076
145,434,0.07372109378953057,0.0003666877746582031,0.0003233999013900757,0.000451381504535675,0.1868576924782497
61,1021,0.056367505219338344,0.00036537647247314453,0.0003298521041870117,0.0004100620746612548,0.1718178263364951
172,339,0.07395701192343088,0.0003600120544433594,0.00026673078536987305,0.0004596710205078125,0.17422081620202196
32,1493,0.06317200579734149,0.0003567934036254883,0.0003294944763183594,0.0003877401351928711,0.17236500390333293
30,1614,0.08051843671338589,0.0003555417060852051,0.00031947195529937746,0.00038293302059173585,0.1953953364523758
192,289,0.036830908201947475,0.0003514289855957031,0.0002828240394592285,0.00042443871498107897,0.11123600765752807
171,340,0.07235557781926165,0.0003485679626464844,0.0003126859664916992,0.000422060489654541,0.19565093672082728
235,230,0.0699543541657951,0.00034630298614501953,0.00025457143783569336,0.0004577614367008207,0.15795859140628313
231,236,0.04787295711447753,0.00034624338150024414,0.0002801969647407532,0.00044971704483032227,0.15524034420797397
236,224,0.05099815137912499,0.00034481287002563477,0.0002530813217163086,0.00039526522159576415,0.14515383905580595
64,995,0.06854960236937654,0.0003447532653808594,0.00030945539474487306,0.00039845705032348633,0.17564180627200734
1,7203,0.06876551473899672,0.00034165382385253906,0.0003299713134765625,0.00036025047302246094,0.1801969257093799
20,2401,0.05631348828021876,0.0003415346145629883,0.0003248453140258789,0.00036513805389404297,0.17575919331906348
125,512,0.08932998436768003,0.00034046173095703125,0.0002911686897277832,0.0003930240869522094,0.19164708877762682
221,256,0.08788184780371466,0.0003337264060974121,0.00028139352798461914,0.00045162439346313477,0.22281934727535868
186,301,0.08550488497422579,0.0003333091735839844,0.00027447938919067383,0.00043278932571411133,0.19023261101675143
