Topic,Count,Name,Representation,Representative_Docs
-1,8358,-1_video_lectures_reading_videos,"['video', 'lectures', 'reading', 'videos', 'week', 'hours', 'teaching', 'better', 'help', 'instructor']","[""This course was very difficult, coming from a non-math/matlab background, but did teach me a heck ton about the world of machine learning, for which I am eternally grateful. Life got in the way big time, and it took a lot of time and energy to complete the programming exercises. There was also a lot I didn't understand, and I did wish there was maybe another week of getting used to certain concepts, particularly maths issues like double summing. I appreciate that this would complicate things though. I found that I am not geared towards the forums - my learning style involves conversation and not really experimenting on my own (which I can do once I understand a concept). As helpful as the mentors were, only relying on the forums with my time schedule meant that that taking this course dragged on longer than I would have liked. I also got a bit overwhelmed by the lack of centralised information. I know that it would require a complete overhaul to sort such out, but it did make looking up information time-consuming. Nevertheless, I am grateful for all that I learnt, and appreciate that I plunged into the deep end. I don't understand everything, and of course a little knowledge is a dangerous thing, but I know enough to know what to refer to should I ever need ML in my next job. Thank you."", 'The course starts very promising, but it gets worse week after week, culminating on a barely understandable week about dynamic programming. That’s when I gave up and decided to write this review instead, with just one assignment missing to complete the course.Some of the teachers aren’t native english speakers, which is fine, but their english is very hard to understand. I found myself having to watch some portions of the videos over and over again in order to understand what was being said. I tried reading the transcripts instead, but the they’re even worse! It seems that they were automatically generated from the videos, thus suffering with the poor pronunciation.The teachers use mathematical sophistication that feels unnecessary, but to be fair, they do mention it on the FAQ as part of the necessary background. However, even though it’s an online course, they barely use any teaching method besides very raw slides, some dry mathematical proofs and someone speaking about the content. The only resources offered to help learning are a few open source visualizations. I expected much more.The only good aspect from this course are the assignment checkers, which allow you to write your solutions in multiple languages.I deeply regret the money and time I spent on this course.', ""I passed the course with good grades, I like an idea of such course. But my opinion is: the course needs substantial improvement. Period. I personally enjoyed listening to Marc Peter - he's an excellent lecturer and super-smart guy. His book on math for Machine Learning is challenging, but almost perfect. But the course itself is a disappointment. 1) Precious lecturer's time is _wasted_ on explaining very basic concepts such as mean and variance... to make the course accessible for poor gals/guys with no math in head at all and, consequently, to enable Coursera to earn more $$. But it doesn't help - what they'll do in Week 4 once eigenvectors with show up from nowhere?? Unfortunately the course is not for them2) Lecturer wastes his _super precious_ time by multiplying matrices by hand. Screw it. I'm also lecturer at university and from my experience such demo should be done once/twice. And after that, guys, matrix operations in numpy have to be demonstrated in the class, otherwise practical exercises could be done only by those with solid prior experience in Python + NumPy3) Quality of practical assignments is below any critics. Some cannot work at Coursera platform, they should be run locally and to run Jupiter Notebook locally one has to be seasoned Python programmer and good DevOps. Guidelines to practical assignments do not guide at all. SW practices in assignments are dubious.Bottom line: kindly advice to develop two courses - overview for those without linear algebra knowledge at all, and normal one - focused on Week 4 material. Coursera format with 5 minute lectures cannot accommodate such course? Leave this platform, Marc Peter is great lecturer and specialist, his name should not be associated with such failure.Regards, Akiva""]"
0,3299,0_beginners_basic_basic course_boring,"['beginners', 'basic', 'basic course', 'boring', 'depth', 'course basic', 'good course', 'interesting', 'practical', 'course beginners']","['Not the most engaging course and not structured as well as I had hoped. Some explanations are unsatisfactory and require extra reading outside of the course material. In general I think the course content can be learned from reading the recommended texts alone, although the case study provided is a good way to elicit user input and to practice some of the techniques. Overall I would say it is not a waste of time, but also not great value for time and money.', 'Overall I have to agree that this course was repetitive and provided no real substance. I feel like i could have learned a lot more. However, I will say that it was a good introductory class. I learned new concepts and definitions. After taking this course, I definitely feel inspired to pursue a masters in city planning. This course is great if u want to get a little taste of urban planning.', 'Great course, taught me quite a bit about goal setting and vision statements. However, could be more in depth in a few areas. I would recommend taking the first two sections of this course (visionary leader and goal setting). The other areas are interesting such as how to motivate using rewards but that is more applicable if you are an employer, as compared to the leader of a voluntary organization or just a member looking for leadership training. Some suggestions for improvement: It could be beneficial to be given some complex problems and be given an exercise to navigate it in the best way given the course material and discuss the situation and approaches via the forum. Also more emphasis on being a charismatic leader would be helpful- there is a great body of research and I was expecting and hoping for more depth in this area. Perhaps a future assignment where students record themselves giving a speech about the vision would be beneficial. Then peers would analyze and critique the content and delivery.']"
1,1506,1_quiz_quizzes_questions_answers,"['quiz', 'quizzes', 'questions', 'answers', 'quiz questions', 'answer', 'test', 'quizes', 'question', 'tests']","['About: First Lessons contain some Interface/Questionnaire errors.Hi, I reckon it\'s a tad too early to rate this course since it is only going to start - but I didn\'t see another option to contact the Course Administrator other than trough the rating process.When going through the introduction of this course, there were multiple errors in the Quizzes/Q&A\'s. EG: On a question with 1 correct answer, the solution page would also show the clearly wrong answers as ""correct"" (or ""correct, well done""). There were several examples like this. It was only a bit confusing at start (this is my very first course on Coursera, maybe it\'s common thing to happen.) There was also no option in these videos to thumb-up or -down vote, or to report a problem, like I had seen on other courses.In my opinion the videos were well spoken and easy to understand, and they included everything one could think of when first considering to start playing the guitar. Only the beginning of the first video had a slight feeling of ""Ok, I\'m a bit annoyed to do this now"" but that could easily be a misinterpretation or a strategy to capture interest. ;-)I do believe it\'s a good thing that T. shows all the possible extra\'s one can buy for a guitar, half of which no guitar player I know owns and which, all together would cost almost as much a beginner guitar, but I believe he omitted that guitar strings generally live longer when you clean the strings with a cloth where you touched them after playing. That\'s a good maintenance practice if you cannot afford to buy 2 sets of strings every month.Maybe a good addition would be that guitars/instruments can also be rented for relatively cheap, instead of having to spend 500-1000 before even knowing what to look (listen) for when buying a guitar. To me the questions until now were a bit too easy but that\'s Ok. I might be studying with people half my age so that\'s fine. Especially the first questions should not be frightening but at least tickle your brain ""a little bit"" instead of just repeating a word from the video.Thank you very much for your consideration. I look forward to study with you (all) !Sincerely, Xavier Weydert', ""Course was very demoralizing, and does not showcase the principles it teaches about Instructional Design. It comes off as a very lazy presentation with minimum effort. On the positive, I did learn a lot that I had not known before, and there is a lot of general information given about Instructional Design. However, any pluses on the content is ruined from the learning experience as a whole. The videos are 'talking heads' with the instructor speaking to the camera 90% of the time with a few PowerPoint slides in between. Very little visual stimulation presentation to otherwise to engage the learner. Scripts were not edited to ensure content matched the speaker. Videos often leaned toward the 20-25 min. mark for length, and some modules had 8 videos to review, making it very drudgery to complete.Many quiz questions were often ambiguous and ill-worded, and paired with a 'select all that apply' approach made them confusing with potential for multiple interpretations that could be applicable. Test feedback was little and unhelpful. References to videos for answers were sometimes wrong. Completing the quizzes turned into a means to an end, rather than verifying learned info and comprehension.Peer-reviewed assignments are graded by a single person, making the pass/fail grade subjective and dependent upon that person's interpretation of the assignment and course content. This creates a lot of instability and greater potential for fail rates, whereas other Coursera courses have used 3 reviewers to create a stable grading consensus. Reviews required evaluation on grammar and spelling, despite the instructions specifically telling students not to do so.There's a lot of room for improvement."", ""As an introductory course, there is some value in taking this course, specifically if you have an interest in using the information for personal enlightenment or furthering career/academic pursuits. The information is interesting but the course overall lacks stamina. The course needs to be revamped as the majority of the information and data provided are outdated, i.e., 2010, 2012. This is 2020, the instructor should introduce more up to date statistics and relevant visuals into the videos as well as change drastically the logistics of the quizzes and homework assignments by doing the following: (1) change the structure on the sentences, some sentences were convoluted; (2) although on Module Quizzes and the Final Exam you are provided two chances to retake – if one received a passing grade of 80% or higher, he/she should not have to wait 24 hours to retake the assessment; (3) in the same vein, structuring a True and False question with False as the first option is utterly ridiculous AND asking questions with 5 or 6 options as a possible answer, simply unnecessary! There were often times that audio issues occurred. Also, it would have been nice if powerpoint slides were available rather than just video transcripts. I was shocked that Wikipedia was widely used as an academic source of reference, which I thought was demeaning at his level (PhD) – as Wikipedia can be altered by anyone. Overall, the course was very lengthy and time-consuming. I can not say that this was the best course that I've ever taken through Coursera; however, it was worthwhile. Although I finished the course with a 97.50% overall grade, I couldn’t wait for the course to come to an end! So, I gave the course a 3 star as an average/middle-of-the road rating. God luck to future participants!""]"
2,683,2_assignment_assignments_final assignment_course assignments,"['assignment', 'assignments', 'final assignment', 'course assignments', 'assignments good', 'submitting', 'submission', 'assignment questions', 'homework', 'final']","[""There is virtually no assistance from staff regarding the numerous clarifications necessary to even understand the last assignment (peer-review), and I'm pretty sure we didn't go over correlation and/or regression in the course, let alone hypothesis testing.I'm pretty sure I won't be able to finish the course at all considering the plethora of uncorrected problems plaguing the course. I recommend that this class be evaluated for quality assurance.I am not the only student experiencing problems with this assignment. The forums for week 4 are teeming with unanswered questions regarding the assignment and its unclarity. I recommend contacting UCD and telling them that they really need to solve the problems with the class.Best,-CS"", 'Nice course, but assignments in this course are less practical than in the first course of this specialization. The last assignment in this course was implementing the word embeddings generation using your own neural network. The whole process of writing your own neural network is nice except the resulting word embeddings that look very bad and ungrouped on the plot and the text in the notebook says: ""You can see that woman and queen are next to each other. However, we have to be careful with the interpretation of this projected word vectors"" without an explanation of what\'s wrong with the results. So I think that the last assignment should be reworked by the reviewers to have illustrative results at the end, not just ""Word embeddings at the end are bad. Bye-Bye, see you in the next course""', ""Course content is very scarce as compared to what is asked in assignments. No explanation is give to what function does and what should be its inputs and outputs. Unlike Professor chuck's course this course is very tough and not at all an introductory course. Assignments take 4x more time than mentioned in course content. Overall a very heavy work for student to go through other online materials to understand what each function does. It feels like I have learnt alot from other websites than in this course. What is the point in taking a course if I have to go through other materials from some other website? Please change course content, make videos more elaborative, reduce the difficulty of assignments.""]"
3,670,3_programming_programming assignments_coding_code,"['programming', 'programming assignments', 'coding', 'code', 'codes', 'programming background', 'program', 'programming assignment', 'write code', 'good programming']","[""I feel like I learned a lot in this course as I was a complete beginner to programming. However, I agree with some of the other reviews that the assignments were way harder than the material presented in the lectures and example problems, particularly for the second half of the course. I felt I had a good grasp on the concepts for the first half of the course, but it got significantly harder. We had to use functions that were never mentioned during the lectures and that I didn't know existed, for example. I found myself getting frustrated and having to consult the discussion boards regularly towards the end, in an attempt to figure out where I was going wrong with my code and even to figure out where to start. That helped, but I believe that the course could be better laid out to better prepare students for the more difficult assignments. That being said, I appreciate the time that the instructors put into making this course and making it available to audit for free. It is a difficult subject for those new to programming and provided a good introductory foundation."", 'I am a full-time software developer, my main expertise is in web development, and I can definitely say that overall the course has taught be the very basic principles of machine learning. That said I have a few arguments that I believe the course should address differently.The notation used in the class is a bit confusing and unnecessary verbose, a more formal notation with a wiser usage of text style and super/sub script notation would have been much helpful. I have seen other courses in machine learning using different text style (bold, italic, colours) in order to characterise matrices, vectors and their components minimising the number of ""artificial"" notation needed. Even the name convention could be improved a little, for my taste a simple ""w"", instead of a ""theta"", it\'s easier to associate to weights.Assignments are another part that has a big room for improvements. Alone, filling the gaps it\'s not really very effective in a learning process. There have been challenges in the assignment, but they were rather due to vectorisation really and so not strictly related to the problem we were trying to solve. It\'s ok to provide some helpers but in my opinion developing the main scripts and it\'s flow should be definitely part of the assignment.Building on that I think that providing unit-tests (%! test ...) could be a step forward as currently we have to run the whole scripts over and over again. The forum provides already some interesting data set for testing specific functions so why not embed them directly into the assignments?In conclusion I would recommend this course as very basic introduction to machine learning.', ""I'm giving 3 stars out of respect for the hard work the instructors, Coursera community and course mentors put together to make this course happen, but the quality of the course is at most 1-2 stars. I finished 100% of the assignments even though half of that was required to pass the course, and I have a few concerns about this course:1 - Poor Use of Pseudo Codes. While Pseudo codes are perfectly fine and sometimes extremely helpful, none of the Pseudo codes in this course were intuitive and can be efficiently translated into real codes. First of all, variable names are confusing and do not tell you what this symbol holds at the first glance, just like how the whole course was taught in a mathematical way rather than programming way, variable names are all like i, j, s, t, l .... when we could have made them into something meaningful and readable.2 - Since only Pseudo codes were given, it's hard for newer students to learn how a working algorithm actually looks like and how it runs at each step. I feel that either you already know how to do it, or you can't come up with one at all before debugging for hours. So it is more important to show something that actually works from the beginning, then students can imitate -> improvise -> create. Again the Pseudo codes are terrible examples.3 - DP sections were badly explained, really really bad ........ any of the YouTube videos and GeeksforGeeks explanations are 10X clearer and more intuitive. I feel like the instructors just wanted to teach the math instead of how to program. But the math isn't any difficult to understand, the key is to convert ideas into codes, and this part was completely ignored.""]"
4,553,4_python_python course_python programming_course python,"['python', 'python course', 'python programming', 'course python', 'knowledge python', 'programming', 'learning python', 'everybody', 'use python', 'using python']","[""The course is a great course in terms of the knowledge and experience of the instructor and the helpfulness of the staff. I gave it 2 stars for two reasons.1) The videos are deceptively short. In MOOC instructional design, you normally design short videos because the attention span of an online learner is tends to be much shorter than an in-person university student. However, in this course, even though the video is short, it is really 5-10 times longer because they speed over the equations and teaching so fast that you have to pause and replay and rewind and replay several times while trying it yourself. So the timings are not truly accurate. If you were actually teaching it in a classroom with actual students you would go much more slowly. In this case, I wish they were more honest with the times by actually typing the code in real time while teaching. I would have preferred a lecture to make it more digestible.2) The hardest thing for me about the course was the fact that instead of practicing computational thinking within data science (decomposition, algorithmic thinking, etc.), I was really just searching on stack overflow for how to put it into python. It's poor instructional design to only teach somethings and expect students to complete assignments without giving them all the tools they will use in the assignment. It would be ok if it were an accidental mistake, but this seems to be purposeful. This happened not just in course assignments but sometimes even in mid-roll video-overlaid quizzes where the answer was something not explained or taught or shown. This was really strange to me and caused a huge amount of time to be spent searching online or trying mid-lecture problems to no avail. It cause all the timings of the course to be off (#1 caused the video timings to be severely off and #2 meant that the course assignment estimates were HUGELY miscalculated). Good instructional design would mean that the professor should show all the tools one could use to faithfully complete and achieve the assignment. For some reason that was avoided again and again in this course.Great material though. I loved learning. I just wish it were better structured and supported and that I learned more about the work rather than just searching online for how to write something."", ""I do have background in OOP programming but not Python. But I do also programming in MATLAB. I chose this course to learn more about technical skills to do research in data mining, data science, and machine learning. The instructor is fine but the lecture note is not really helpful. Students need more clear written information than just lecturing in Video as referring to lecture notes as needed would be more efficient. Each week assigns one programming assignment consisting of multiple problems. I don't think the shown expected time to complete each assignment is totally unrealistic. It took tremendous time to complete and at least to pass it. One good thing is that as far as you complete it within the session, there is no penalty and you can get the passing scores. However, all the programming is graded by the autograder which has a lot of bugs. For example, the exactly same solutions that was passed by the autograder as correct previously are graded as incorrect in the next trial. The staff people try to help but I totally don't understand their approach in that 'this may help but I am not sure if the autograder can accept it'. I believe they try to fix the bugs and use the 'trustworthy' autograder so students can rely on the feedback provided the autograder. We are not learning how to make the autograder not generate errors. I believe many of students are taking this course to improve their career performance. In my case, I am working as a full-time while I am taking this course. Due to the lack of time and the inefficient/faulty autograder, I took a lot of my precious time. I got passed this course with 95 and will continue taking the rest of the courses in this specialization because I already paid the whole specialization package and supported by my company. But I believe the staff team should improve the technical aspects so students can save a lot of their time. Also many of the programming problems do not have the sufficient level of clarity. For each problem, there should be an example so students do not have to spend too much time to understand or guess the solution. I found many inconsistency in the solutions although I guessed it by spending a lot of time to pass this course."", 'I work in lesson design and blended learning teacher training. I train teachers how to combine effective teaching practices with technology in K-8 classrooms. There is lots of room for improvement in this course. I would not recommend it to someone with no experience. I have no experience in coding, and did well in this course because I went to other sources to answer my questions and fill the knowledge gaps in this course. Though the instructor was great. He seems very passionate.From a teaching/pedagogy standpoint the scope and sequence was poor. It went from extremely broad (defining computer parts) to hyper specific (defining variables in python) really quick. There was no information between on the practical pieces of what python is, what it looks like on our computer, and how we interact with it.It feels like multiple people got together to build the course, but after it was finished they never came back to say “Here’s where we didn’t communicate, let’s edit these things.”There is a HUGE disconnect between writing python programs and running them vs. running the actual python platform and typing commands line by line. The most frustrating thing was that every example in the course was given as a line of code in the python platform with the chevron prompt, and every single assignment was about writing a program in the text editor and the running the program. I didn’t realize these were two completely different things until about week 6. PLEASE ADDRESS THIS. Make it clear for future students that this is a thing. Go over how to use both, and the benefits and drawbacks of each. Make it clear that your examples are taking place in the command line python platform, but our homework is writing programs and saving and running them. I didn’t understand the use of the ‘type’ function until I realized this discrepancy. This was so confusing.Some of the quiz questions were very specific questions that were mentioned for about a second or never explicitly made clear. Some of the ideas that were emphasized or mentioned multiple times in the same lecture video (seemed important) were never asked on the quiz. I can give examples of both. I learned some stuff, but overall I would not recommend this course without pointing to the discrepancies. I would say there are multiple obvious areas for improvement and multiple gaps in knowledge that I filled from other sources. I could give more specific examples, but I feel like I already wrote quite a bit.']"
5,517,5_labs_lab_course labs_labs course,"['labs', 'lab', 'course labs', 'labs course', 'labs just', 'labs working', 'broken', 'labs work', 'issues', 'labs dont']","['The course is pretty good overall. The week 6 lab has a misleading ""expected output"" jpg for oldFiles.txt in it. This causes the first half ""checkpoint"" to fail. The issue is that the jpg shows that oldFiles.txt should only have filenames in it when in fact the ""grader"" expects each file to also have a fully qualified path with it. The lab write-up also doesn\'t say oldFiles.txt should have the filenames with the fully qualified path in it. I would give this course five stars if the errant week6 lab documentation gets fixed and if the students are explicitly told that each step in the labs needs to be explicitly execute in the VM environment being provided. I made the mistake of reading some of the lab exercises for content and not actually executing them in shell --- and I think the grader checks for that even if you get the correct final outputs for your script.', 'I have mixed feeling about this course. I think the purpose of this course (visualizing data) and the different ways of doing it is really motivating and awesome, specially when you realize all the things you can do (types of charts , maps etc...). This is actually awesome! However, on the down sides: -Each video repeats the steps on how the database used in each course has been ""cleaned"". I agree with the feedback from other people, reminding us one or two times is fine, but in each video... This is too much!-I would have liked more practical exercises, specially to plot multiple linear regression models (and polynomial of different degrees, in particular), to display on a chart, and to make predictions. That would be great ! -Labs: they are of unequal difficulty: some are relatively easy to complete, some require more thinking/research and time, while some have no question at all or very little. Maybe it would be useful to re-organize the labs ?...-Week 3: as everyone mentions, the ""artist layer"" method is only briefly covered in one of the lab. It would have be really useful to spend more time on it, and on all the things we do with it. Like others, I spent lot of time searching online, and it took me a full afternoon to complete that part of the final assignment !To summarize: it\'s a very important and interesting course, but video lessons should be re-recorded with deleting all parts repeating the initial database processing, and adding more topics such as artist layers, etc. Also, maybe split each lab in 2 since there are few labs in this course, but if we follow them correctly, it requires quite few hours to spend on each lab (at least for ""beginners"" like us starting learning about this topic).Thank You !', ""The potential of the course material is great. it certainly expose the student to a range of topics. The potential of the course is reduced significantly however by the labs. They have poor specifications and leave the student to 'discover' how to complete labs. In the early labs it's just a cut and paste to make things work, but in the later labs its the lack of objective specifications that makes them difficult ....not the material covered. The capstone lab in particular is a reasonable challenge in itself, but made incredibly more challenging (read, it requires multiple attempts just to find out what is required in the answer) because of the lack of specification. Do I think it's a worthwhile course? Yes, because it makes you think through a learning path. Do I think it's a good course? Not so much since the learning objectives are very much left to the student to discover almost by accident.""]"
6,503,6_data science_science_data_introduction data,"['data science', 'science', 'data', 'introduction data', 'big data', 'data scientist', 'scientist', 'data analysis', 'science course', 'methodology']","['I have many issues with this course. I\'d like to start by saying it was a good overview of BigQuery and really helpful in understanding what I can do with it. So, it accomplished its task. First, there are multiple modules that are out of order, so it randomly jumps hugely in difficulty, and then all of the sudden he ""introduces"" SQL. This happens a couple times, with different datasets. This is a huge problem and frustrating.Second, a bunch of the course is essentially an advertisement for Google. Which is fine, but it means the course skirts around cost (it\'s in there, but it\'s hugely vague and basically just says to look at the website. Why not say the cost of all the queries run in the course? It feels like an afterthought). Also probably about a third of the course is just talking about how great Google is - once again, I get it, but tone it down. Fully understanding cost is important and the length of the course could be considerably reduced by removing redundant Google info. Third, it only made me more confused about what data science IS. The first task of a data scientist, according to the slides, is to analyze, while the first task of a data analyst is to derive. Does the analyst not analyze?? That\'s a small example but this pattern repeats. I do not understand the dividing line. Data engineering makes more sense.Additionally - the labs didn\'t give me credit for completion a couple times making me redo them. Also, the SQL data is badly formatted and promotes bad practices IMO - why fix data with queries instead of fixing the schema, the root of the problem, which would save cost and time? I get the point is that data scientists need to cleanse the data, but like I said, that is a ducktape on a leaky pipe. At least mentioning that would be good.Once again, I did get value from the course. However, I think it needs a serious overhaul.', ""I audited this course, because I was interested to complete the specialization. I finished the course and all of the assignments. After finishing this course, I will not continue the specialization.For me, the biggest problem was the lectures regarding MapReduce. In my mind, there was a disconnect between the lecture materials and the assignments. The assignments also tended to be poorly worded; it was rarely clear what needed to be done to finish an assignment. I needed to use a lot of external resources here. I still do not understand map-side and reduce-side joins, and I do not feel comfortable writing a MapReduce job without a lot of time.The lectures over Hadoop were ok, but strange. A lot of details are presented about how Hadoop works internally, and the speed at which the lectures move makes the discussion very dense and difficult to follow. However, the material is not used in the assignments or required further in the course, and the instructors are quite clear that this is the case. To me, this seems like a missed opportunity. There could be an entire week dedicated to the internals of Hadoop (or maybe even an entire course). After this course, I do feel comfortable getting around in an HDFS, and I feel I have a basic understanding of how it works.The best part of the course was the lectures about Spark. The material was clearly presented, and the assignments were all relevant. The course gives a good introduction of Spark. I feel comfortable using basic SPARK operations to manipulate data.If you wish to take this course, I recommend that you are knowledgeable about Linux Bash commands. There is a review section, but if you are seeing these ideas for the first time, I suspect you will suffer a lot.The instructors provide Docker images so the assignments can be completed on a local computer. If you are not knowledgeable about Docker, I recommend learning through this course. It's not necessary but it's quite simple.I do agree with others that the accents of some instructors can be difficult to understand. There are options for English subtitles which help a lot here.Because I only audited the course, I could not submit any assignments for review. Thus I cannot comment on the automated grader. However many people in the forums complained about the grader.I am interested to continue with Big Data topics, but this course was an inefficient way to learn. I fear the remaining courses in the specialization will be similar. I have completed several courses on Coursera, and this was by far the worst. I recommend the MapReduce section be improved and clarified."", ""More or less my copy from an earlier review, I was really excited about the this course, and was really let down. This course is really, really poorly done. I would not waste time and money on this course when there are much better options out there. I feel like I've gotten little in return for my time and money. First, as several other students have noted, the timeframe for assignments is really unrealistic, taking much longer than projected (at least for me, and several other students). This is not acceptable when Coursera bills by the month. Coursera needs to provide a better assessment of the time commitments for the class. I took another datasciense course prior to this one (my employer wants a certificate) but still the assignments were tough, and I found it really dissappointing that I spend a lot of time solving inconsistencies in the assignments. I believe American students are in advantage here because of the Geo-American orientated datasets. Second, the teaching is horrific. The professor is not engaging at all, but simply mechanically reads lines which often sound straight out of a user manual. The point of online videos is not to turn books into audio files- it’s to have a human talk/reason through problems with you. The teacher of the course should discuss the material, not recite a manual. In addition, the little amount of material is presented far too quickly, Also great emphasis is put on the discussion groups (which turns out to be just responded by the moderators, volunteers). In absence of a proper syllabus students are directed to Stack Overflow, a sign of the courses' weakness. Third, the title of this course is a misnomer: an introduction to data science would provide an overview of the tools, techniques and scope of the field. An extremely detailed introduction to Pandas, which is essentially what most of this course is, is useful if well executed (which it is not here), but it is not an introduction to data science. A more minor complaint is the absolutely horrendous choice of the background. Showing different permutations of lifeless office drones is not exactly inspiring material for aspiring data scientists, even if this the reality of office life- it’s distracting at best, and at worst, deeply disparaging. Why not have just a plain colored background? Or anything else?The only positive thing besides some of the misleading assignemnts are the rest of the assignments. In general I had fun solving them, and althoug I've had my share of Jupyter Notebook and Grader's issues I was able to complete the course. I will not reconsider any online course from Michigan University again.""]"
7,440,7_tensorflow_keras_deep learning_neural,"['tensorflow', 'keras', 'deep learning', 'neural', 'networks', 'deep', 'neural networks', 'learning specialization', 'tf', 'andrew']","[""After taking Andrew Ng,s truly excellent 5 course specialization, I was hoping that this followup specialization would be at the same high level. In my view (and I am sad to say this) the present course doesn't live up to that expectation.Of course you could still learn something useful, mostly a selected part of the Keras API. The instuctor is friendly and explains some of the basics of convolutional neural networks. If you are willing to experiment on your own (run the code longer on Colab, play with the hyperparameters, etc) then you get more practice and certainly more out of this experience. Keras has a lot of good tools. For more advanced students going directly to the TensorFlow tutorial website is also an option (and it is free).Overall the course seems a bit rushed, while it has the potential to be better. Let me suggest adding more basic materials to solidify knowledge (for example practicing hands-on image preprocessing before teaching the Keras preprocessing API and overall more experimentation with images). Also adding more exercises on more diverse topics (GAN's, face detection, variational autoencoders, object detection). There are also some minor issues (easy to fix): for example right now in the Week 3 HW the prepared callback teaches the students exactly the wrong approach. It stops the learning cycle when the training accuracy improves over a certain threshold, instead of checking the validation accuracy. That is an unfortunate mistake to make in a week that discusses different ways to avoid overfitting."", 'The course does not have the same quality as the “Machine Learning” course Andrew Ng made with Stanford. The biggest issue are the programming exercises, that do not require the learner to think at all. Most tasks in them are on the level of “copy and paste this piece of code”, “retrieve a value from a python dictionary” or “use a mathematical formula displayed directly above”. I appreciate the effort to make the course more inclusive to people with a weaker background in Computer Science. It would however make the course much more worthwhile to have challenging exercises with optional hints, instead of giving the solution away in each task description.“Neural Networks and Deep Learning” hardly teaches anything, that wasn’t already covered my “Machine learning”. The major differences is that it uses Python instead of Octave and arranges features as rows instead of columns. In my eyes, the learners time is better spent, skipping the first course of the Deep Learning specialization entirely and taking the Machine Learning Course instead. To the creators / maintainers of the course I would advise creating a summary, that covers the most fundamental differences between the two courses (different notation, numpy fundamentals) and make a suggestion where someone who has taken Machine Learning should join the Deep Learning specialization. While the audio quality has improved, the video editing is poor. There are multiple occasions where misspoken content, that was clearly meant to be edited out, remained part of the video. Many videos are preceded by a “Clarification” reading task that corrects some mistake in the video. How hard is it to get an intern to fix this in post?', 'I am quite disappointed with this course. First, it should not been called ""Introduction to TensorFlow"" but ""Introduction to Keras"", which is a TensorFlows\' (TF) API that entails a higher layer of abstraction. Basic data structures, estimators, graphs, etc. are not explained through the course. Second, video lessons are too superficial and lack of content. They remind me to those of the Machine Learning Crash Course from Google. That is, as an opener/introduction for Deep Learning (DL) are fine but they are far from being an essential training tool in DL (unlike the Deep Learning Specialization here in Coursera). Finally, content is too basic. This course requires an intermediate level, so students are supposed to be already familiar with basic DL concepts. I understand that this first course within the specialization is an introduction, but I just begun the next course (Convolutional Neural Networks in TF) and it is more of the same. Laurence is still working on the binary classification problem and only at the end he treats the multi-class problem. Instead, I was expecting to implement CNN models like ResNets, Inception networks, and applications like object detection or face recognition in TF (not in Keras). For me, it is not worth spending time and money for what you learn in this course. The good part is that, because videos are short and exercise are easy, you can finish the whole course in just one week (or less if you are 100% working on it).']"
